\P\	Pos	VendorID\
V	407687	1506
V	407808	1626
V	407925	1542
V	408044	1610
V	408165	1638
V	408286	1582
V	408402	1510
V	408516	1526
V	408637	1644
V	408754	1680
V	408874	1584
V	408992	1620
V	409110	1666
V	409225	1592
V	409337	1618
V	409450	1612
V	409565	1586
V	409686	1500
V	409799	1656
V	409913	1572
V	410026	1562
V	410140	1662
V	410251	1682
V	410372	1686
V	410486	1684
V	410606	1534
V	410721	1614
V	410830	1588
V	410947	1622
V	411062	1632
V	411183	1608
V	411299	1576
V	411421	1590
V	411525	1514
V	411644	1498
V	411765	1674
V	411880	1652
V	411998	1578
V	412119	1538
V	412240	1556
V	412361	1554
V	412472	1688
V	412586	1580
V	412701	1496
V	412814	1494
V	412930	1650
V	413045	1654
V	413164	1664
V	413285	1678
V	413405	1616
V	413520	1492
V	413631	1602
V	413750	1540
V	413865	1628
V	413986	1604
V	414105	1690
V	414219	1566
V	414332	1698
V	414447	1560
V	414568	1692
V	414687	1696
V	414806	1504
V	414919	1544
V	415035	1530
V	415156	1508
V	415277	1694
V	415388	1624
V	415505	1548
V	415617	1598
V	415732	1658
V	415853	1536
V	415968	1568
V	416087	1648
V	416202	1646
V	416324	1672
V	416444	1600
V	416561	1522
V	416678	1570
V	416799	1516
V	416913	1506
V	417034	1626
V	417151	1542
V	417270	1610
V	417391	1638
V	417512	1582
V	417627	1510
V	417741	1526
V	417862	1644
V	417979	1680
V	418100	1584
V	418218	1620
V	418336	1666
V	418450	1592
V	418562	1618
V	418675	1612
V	418790	1586
V	418911	1500
V	419024	1656
V	419140	1572
V	419253	1562
V	419367	1662
V	419478	1682
V	419599	1686
V	419715	1684
V	419835	1534
V	419950	1614
V	420065	1588
V	420182	1622
V	420297	1632
V	420418	1608
V	420534	1576
V	420656	1590
V	420760	1514
V	420879	1498
V	421000	1674
V	421115	1652
V	421232	1578
V	421353	1538
V	421474	1556
V	421595	1554
V	421711	1688
V	421825	1580
V	421940	1496
V	422055	1494
V	422171	1650
V	422286	1654
V	422405	1664
V	422526	1678
V	422647	1616
V	422762	1492
V	422878	1602
V	422991	1540
V	423110	1628
V	423231	1604
V	423350	1690
V	423464	1566
V	423577	1698
V	423692	1560
V	423813	1692
V	423929	1696
V	424051	1504
V	424164	1544
V	424280	1530
V	424401	1508
V	424522	1694
V	424633	1624
V	424750	1548
V	424862	1598
V	424977	1658
V	425098	1536
V	425212	1568
V	425328	1648
V	425443	1646
V	425565	1672
V	425679	1600
V	425796	1522
V	425913	1570
V	426035	1516
V	426149	1506
V	426270	1626
V	426387	1542
V	426506	1610
V	426627	1638
V	426748	1582
V	426863	1510
V	426977	1526
V	427098	1644
V	427215	1680
V	427335	1584
V	427453	1620
V	427571	1666
V	427685	1592
V	427797	1618
V	427910	1612
V	428025	1586
V	428146	1500
V	428259	1656
V	428374	1572
V	428487	1562
V	428602	1662
V	428713	1682
V	428834	1686
V	428949	1684
V	429069	1534
V	429182	1614
V	429295	1588
V	429412	1622
V	429527	1632
V	429648	1608
V	429764	1576
V	429886	1590
V	429990	1514
V	430109	1498
V	430230	1674
V	430345	1652
V	430467	1578
V	430588	1538
V	430709	1556
V	430830	1554
V	430944	1688
V	431058	1580
V	431173	1496
V	431287	1494
V	431403	1650
V	431518	1654
V	431637	1664
V	431758	1678
V	431879	1616
V	431994	1492
V	432108	1602
V	432225	1540
V	432339	1628
V	432460	1604
V	432579	1690
V	432693	1566
V	432806	1698
V	432921	1560
V	433042	1692
V	433161	1696
V	433280	1504
V	433393	1544
V	433507	1530
V	433628	1508
V	433749	1694
V	433860	1624
V	433977	1548
V	434089	1598
V	434203	1658
V	434324	1536
V	434438	1568
V	434549	1648
V	434664	1646
V	434786	1672
V	434910	1600
V	435027	1522
V	435144	1570
V	435266	1516
V	435380	1506
V	435501	1626
V	435618	1542
V	435737	1610
V	435858	1638
V	435979	1582
V	436095	1510
V	436209	1526
V	436330	1644
V	436447	1680
V	436569	1584
V	436687	1620
V	436805	1666
V	436920	1592
V	437032	1618
V	437145	1612
V	437260	1586
V	437381	1500
V	437494	1656
V	437610	1572
V	437723	1562
V	437838	1662
V	437949	1682
V	438070	1686
V	438185	1684
V	438305	1534
V	438420	1614
V	438532	1588
V	438649	1622
V	438763	1632
V	438880	1608
V	438996	1576
V	439118	1590
V	439222	1514
V	439337	1498
V	439458	1674
V	439573	1652
V	439695	1578
V	439816	1538
V	439937	1556
V	440058	1554
V	440174	1688
V	440288	1580
V	440403	1496
V	440517	1494
V	440633	1650
V	440748	1654
V	440867	1664
V	440988	1678
V	441109	1616
V	441223	1492
V	441339	1602
V	441452	1540
V	441567	1628
V	441688	1604
V	441807	1690
V	441921	1566
V	442034	1698
V	442149	1560
V	442270	1692
V	442389	1696
V	442509	1504
V	442622	1544
V	442736	1530
V	442857	1508
V	442978	1694
V	443089	1624
V	443206	1548
V	443318	1598
V	443433	1658
V	443554	1536
V	443669	1568
V	443787	1648
V	443902	1646
V	444022	1672
V	444146	1600
V	444263	1522
V	444380	1570
V	444502	1516
V	444616	1506
V	444737	1626
V	444854	1542
V	444973	1610
V	445094	1638
V	445215	1582
V	445333	1510
V	445447	1526
V	445568	1644
V	445685	1680
V	445807	1584
V	445925	1620
V	446043	1666
V	446158	1592
V	446270	1618
V	446383	1612
V	446498	1586
V	446619	1500
V	446732	1656
V	446848	1572
V	446961	1562
V	447075	1662
V	447186	1682
V	447307	1686
V	447421	1684
V	447541	1534
V	447655	1614
V	447764	1588
V	447881	1622
V	447995	1632
V	448112	1608
V	448228	1576
V	448350	1590
V	448454	1514
V	448570	1498
V	448691	1674
V	448806	1652
V	448928	1578
V	449049	1538
V	449170	1556
V	449291	1554
V	449406	1688
V	449520	1580
V	449635	1496
V	449750	1494
V	449866	1650
V	449981	1654
V	450100	1664
V	450221	1678
V	450342	1616
V	450458	1492
V	450573	1602
V	450690	1540
V	450801	1628
V	450922	1604
V	451036	1690
V	451150	1566
V	451263	1698
V	451378	1560
V	451499	1692
V	451616	1696
V	451738	1504
V	451851	1544
V	451965	1530
V	452086	1508
V	452207	1694
V	452318	1624
V	452435	1548
V	452547	1598
V	452660	1658
V	452781	1536
V	452895	1568
V	453015	1648
V	453130	1646
V	453251	1672
V	453366	1600
V	453483	1522
V	453600	1570
V	453722	1516
V	453836	1506
V	453957	1626
V	454074	1542
V	454193	1610
V	454314	1638
V	454435	1582
V	454546	1510
V	454660	1526
V	454781	1644
V	454898	1680
V	455020	1584
V	455138	1620
V	455256	1666
V	455372	1592
V	455484	1618
V	455597	1612
V	455712	1586
V	455833	1500
V	455946	1656
V	456061	1572
V	456174	1562
V	456289	1662
V	456400	1682
V	456521	1686
V	456636	1684
V	456757	1534
V	456871	1614
V	456984	1588
V	457101	1622
V	457215	1632
V	457332	1608
V	457448	1576
V	457570	1590
V	457674	1514
V	457789	1498
V	457910	1674
V	458025	1652
V	458147	1578
V	458268	1538
V	458389	1556
V	458510	1554
V	458624	1688
V	458738	1580
V	458853	1496
V	458968	1494
V	459084	1650
V	459199	1654
V	459318	1664
V	459439	1678
V	459560	1616
V	459675	1492
V	459789	1602
V	459908	1540
V	460024	1628
V	460145	1604
V	460262	1690
V	460376	1566
V	460489	1698
V	460604	1560
V	460725	1692
V	460846	1696
V	460967	1504
V	461080	1544
V	461194	1530
V	461315	1508
V	461430	1694
V	461546	1624
V	461663	1548
V	461775	1598
V	461889	1658
V	462010	1536
V	462124	1568
V	462244	1648
V	462359	1646
V	462479	1672
V	462594	1600
V	462711	1522
V	462828	1570
V	462950	1516
V	463064	1506
V	463185	1626
V	463302	1542
V	463421	1610
V	463542	1638
V	463663	1582
V	463779	1510
V	463893	1526
V	464014	1644
V	464131	1680
V	464253	1584
V	464374	1620
V	464492	1666
V	464606	1592
V	464718	1618
V	464831	1612
V	464946	1586
V	465067	1500
V	465180	1656
V	465295	1572
V	465408	1562
V	465522	1662
V	465633	1682
V	465754	1686
V	465868	1684
V	465988	1534
V	466103	1614
V	466216	1588
V	466333	1622
V	466447	1632
V	466564	1608
V	466680	1576
V	466802	1590
V	466906	1520
V	467034	1574
V	467146	1636
V	467272	1636
V	467393	1636
V	467507	1518
V	467631	1594
V	467754	1676
V	467880	1546
V	467999	1574
V	468116	1546
V	468241	1636
