\P\	PurchaseOrderID	RevisionNumber	Status	EmployeeID	VendorID	ShipMethodID	OrderDate	ShipDate	SubTotal	TaxAmt	Freight	TotalDue	ModifiedDate\
V	2348	4	4	253	1556	4	2014-03-20 00:00:00	2014-03-29 00:00:00	25531.275	2042.502	638.2819	28212.0589	2014-03-29 00:00:00
V	2349	4	4	255	1554	4	2014-03-20 00:00:00	2014-03-29 00:00:00	234.9585	18.7967	5.874	259.6292	2014-03-29 00:00:00
V	2350	4	4	256	1688	4	2014-03-20 00:00:00	2014-03-29 00:00:00	125.748	10.0598	3.1437	138.9515	2014-03-29 00:00:00
V	2351	4	4	252	1580	5	2014-03-20 00:00:00	2014-03-29 00:00:00	150.7905	12.0632	3.7698	166.6235	2014-03-29 00:00:00
V	2352	4	4	260	1496	5	2014-03-20 00:00:00	2014-03-29 00:00:00	273.7035	21.8963	6.8426	302.4424	2014-03-29 00:00:00
V	2353	4	4	258	1494	2	2014-03-20 00:00:00	2014-03-29 00:00:00	8847.3	707.784	221.1825	9776.2665	2014-03-29 00:00:00
V	2354	4	4	254	1650	5	2014-03-20 00:00:00	2014-03-29 00:00:00	171.0765	13.6861	4.2769	189.0395	2014-03-29 00:00:00
V	2355	4	4	257	1654	4	2014-03-20 00:00:00	2014-03-29 00:00:00	20397.3	1631.784	509.9325	22539.0165	2014-03-29 00:00:00
V	2356	4	4	261	1664	3	2014-03-20 00:00:00	2014-03-29 00:00:00	14628.075	1170.246	365.7019	16164.0229	2014-03-29 00:00:00
V	2357	4	4	250	1678	3	2014-03-20 00:00:00	2014-03-29 00:00:00	58685.55	4694.844	1467.1388	64847.5328	2014-03-29 00:00:00
V	2358	4	4	253	1616	5	2014-03-20 00:00:00	2014-03-29 00:00:00	693.378	55.4702	17.3345	766.1827	2014-03-29 00:00:00
V	2359	4	4	255	1492	4	2014-03-20 00:00:00	2014-03-29 00:00:00	234.9585	18.7967	5.874	259.6292	2014-03-29 00:00:00
V	2360	4	4	256	1602	5	2014-03-20 00:00:00	2014-03-29 00:00:00	1796.0355	143.6828	44.9009	1984.6192	2014-03-29 00:00:00
V	2361	4	4	259	1540	4	2014-03-21 00:00:00	2014-03-30 00:00:00	514.7415	41.1793	12.8685	568.7893	2014-03-30 00:00:00
V	2362	4	4	260	1628	5	2014-03-21 00:00:00	2014-03-30 00:00:00	34644.225	2771.538	866.1056	38281.8686	2014-03-30 00:00:00
V	2363	4	4	258	1604	3	2014-03-21 00:00:00	2014-03-30 00:00:00	1581.93	126.5544	39.5483	1748.0327	2014-03-30 00:00:00
V	2364	4	4	254	1690	5	2014-03-21 00:00:00	2014-03-30 00:00:00	146.286	11.7029	3.6572	161.6461	2014-03-30 00:00:00
V	2365	4	4	252	1566	5	2014-03-21 00:00:00	2014-03-30 00:00:00	102.564	8.2051	2.5641	113.3332	2014-03-30 00:00:00
V	2366	4	4	261	1698	5	2014-03-21 00:00:00	2014-03-30 00:00:00	150.7905	12.0632	3.7698	166.6235	2014-03-30 00:00:00
V	2367	4	4	251	1560	5	2014-03-21 00:00:00	2014-03-30 00:00:00	13669.425	1093.554	341.7356	15104.7146	2014-03-30 00:00:00
V	2368	4	4	253	1692	5	2014-03-21 00:00:00	2014-03-30 00:00:00	16393.23	1311.4584	409.8308	18114.5192	2014-03-30 00:00:00
V	2369	4	4	255	1696	2	2014-03-21 00:00:00	2014-03-30 00:00:00	79204.125	6336.33	1980.1031	87520.5581	2014-03-30 00:00:00
V	2370	4	4	256	1504	1	2014-03-21 00:00:00	2014-03-30 00:00:00	551.88	44.1504	13.797	609.8274	2014-03-30 00:00:00
V	2371	4	4	259	1544	1	2014-03-21 00:00:00	2014-03-30 00:00:00	3176.25	254.1	79.4063	3509.7563	2014-03-30 00:00:00
V	2372	4	4	260	1530	2	2014-03-21 00:00:00	2014-03-30 00:00:00	28072.275	2245.782	701.8069	31019.8639	2014-03-30 00:00:00
V	2373	4	4	258	1508	1	2014-03-21 00:00:00	2014-03-30 00:00:00	1917.3	153.384	47.9325	2118.6165	2014-03-30 00:00:00
V	2374	4	4	254	1694	1	2014-03-21 00:00:00	2014-03-30 00:00:00	4215.75	337.26	105.3938	4658.4038	2014-03-30 00:00:00
V	2375	4	4	257	1624	2	2014-03-21 00:00:00	2014-03-30 00:00:00	28297.5	2263.8	707.4375	31268.7375	2014-03-30 00:00:00
V	2376	4	4	261	1548	2	2014-03-21 00:00:00	2014-03-30 00:00:00	59.9445	4.7956	1.4986	66.2387	2014-03-30 00:00:00
V	2377	4	4	251	1598	4	2014-03-24 00:00:00	2014-04-02 00:00:00	722.61	57.8088	18.0653	798.4841	2014-04-02 00:00:00
V	2378	4	4	253	1658	5	2014-03-24 00:00:00	2014-04-02 00:00:00	43878.45	3510.276	1096.9613	48485.6873	2014-04-02 00:00:00
V	2379	4	4	255	1536	4	2014-03-24 00:00:00	2014-04-02 00:00:00	592.7985	47.4239	14.82	655.0424	2014-04-02 00:00:00
V	2380	4	4	256	1568	1	2014-03-24 00:00:00	2014-04-02 00:00:00	13825.35	1106.028	345.6338	15277.0118	2014-04-02 00:00:00
V	2381	4	4	259	1648	5	2014-03-24 00:00:00	2014-04-02 00:00:00	142.4115	11.3929	3.5603	157.3647	2014-04-02 00:00:00
V	2382	5	4	260	1646	2	2014-03-24 00:00:00	2014-04-02 00:00:00	28794.15	2303.532	719.8538	31817.5358	2014-04-02 00:00:00
V	2383	4	4	258	1672	4	2014-03-24 00:00:00	2014-04-02 00:00:00	408.555	32.6844	10.2139	451.4533	2014-04-02 00:00:00
V	2384	4	4	254	1600	1	2014-03-24 00:00:00	2014-04-02 00:00:00	1276.275	102.102	31.9069	1410.2839	2014-04-02 00:00:00
V	2385	4	4	257	1522	1	2014-03-24 00:00:00	2014-04-02 00:00:00	2003.925	160.314	50.0981	2214.3371	2014-04-02 00:00:00
V	2386	4	4	261	1570	2	2014-03-24 00:00:00	2014-04-02 00:00:00	50860.425	4068.834	1271.5106	56200.7696	2014-04-02 00:00:00
V	2387	4	4	251	1516	1	2014-03-24 00:00:00	2014-04-02 00:00:00	454.86	36.3888	11.3715	502.6203	2014-04-02 00:00:00
V	2388	4	4	253	1506	5	2014-03-24 00:00:00	2014-04-02 00:00:00	43878.45	3510.276	1096.9613	48485.6873	2014-04-02 00:00:00
V	2389	4	4	252	1626	2	2014-03-24 00:00:00	2014-04-02 00:00:00	7132.125	570.57	178.3031	7880.9981	2014-04-02 00:00:00
V	2390	4	4	256	1542	2	2014-03-24 00:00:00	2014-04-02 00:00:00	28343.7	2267.496	708.5925	31319.7885	2014-04-02 00:00:00
V	2391	4	4	259	1610	4	2014-03-24 00:00:00	2014-04-02 00:00:00	22516.725	1801.338	562.9181	24880.9811	2014-04-02 00:00:00
V	2392	4	4	260	1638	5	2014-03-24 00:00:00	2014-04-02 00:00:00	34644.225	2771.538	866.1056	38281.8686	2014-04-02 00:00:00
V	2393	4	4	258	1582	5	2014-03-25 00:00:00	2014-04-03 00:00:00	415.3275	33.2262	10.3832	458.9369	2014-04-03 00:00:00
V	2394	4	4	254	1510	5	2014-03-25 00:00:00	2014-04-03 00:00:00	143.0415	11.4433	3.576	158.0608	2014-04-03 00:00:00
V	2395	4	4	257	1526	2	2014-03-25 00:00:00	2014-04-03 00:00:00	28199.325	2255.946	704.9831	31160.2541	2014-04-03 00:00:00
V	2396	4	4	261	1644	1	2014-03-25 00:00:00	2014-04-03 00:00:00	3713.325	297.066	92.8331	4103.2241	2014-04-03 00:00:00
V	2397	4	4	251	1680	5	2014-03-26 00:00:00	2014-04-04 00:00:00	63831.075	5106.486	1595.7769	70533.3379	2014-04-04 00:00:00
V	2398	4	4	253	1584	5	2014-03-26 00:00:00	2014-04-04 00:00:00	16340.31	1307.2248	408.5078	18056.0426	2014-04-04 00:00:00
V	2399	4	4	255	1620	5	2014-03-26 00:00:00	2014-04-04 00:00:00	5711.475	456.918	142.7869	6311.1799	2014-04-04 00:00:00
V	2400	4	4	252	1666	4	2014-03-26 00:00:00	2014-04-04 00:00:00	360.045	28.8036	9.0011	397.8497	2014-04-04 00:00:00
V	2401	4	4	259	1592	2	2014-03-26 00:00:00	2014-04-04 00:00:00	97.965	7.8372	2.4491	108.2513	2014-04-04 00:00:00
V	2402	4	4	260	1618	4	2014-03-26 00:00:00	2014-04-04 00:00:00	114.471	9.1577	2.8618	126.4905	2014-04-04 00:00:00
V	2403	4	4	258	1612	4	2014-03-26 00:00:00	2014-04-04 00:00:00	132.6465	10.6117	3.3162	146.5744	2014-04-04 00:00:00
V	2404	4	3	250	1586	5	2014-03-26 00:00:00	2014-04-04 00:00:00	43878.45	3510.276	1096.9613	48485.6873	2014-04-04 00:00:00
V	2405	4	4	257	1500	1	2014-03-26 00:00:00	2014-04-04 00:00:00	418.95	33.516	10.4738	462.9398	2014-04-04 00:00:00
V	2406	4	4	261	1656	4	2014-03-26 00:00:00	2014-04-04 00:00:00	525.7665	42.0613	13.1442	580.972	2014-04-04 00:00:00
V	2407	4	4	251	1572	1	2014-03-26 00:00:00	2014-04-04 00:00:00	461.79	36.9432	11.5448	510.278	2014-04-04 00:00:00
V	2408	4	4	253	1562	4	2014-03-26 00:00:00	2014-04-04 00:00:00	481.887	38.551	12.0472	532.4852	2014-04-04 00:00:00
V	2409	4	4	255	1662	2	2014-03-26 00:00:00	2014-04-04 00:00:00	37.0755	2.966	0.9269	40.9684	2014-04-04 00:00:00
V	2410	4	4	256	1682	4	2014-03-26 00:00:00	2014-04-04 00:00:00	21558.075	1724.646	538.9519	23821.6729	2014-04-04 00:00:00
V	2411	4	4	259	1686	4	2014-03-26 00:00:00	2014-04-04 00:00:00	475.6815	38.0545	11.892	525.628	2014-04-04 00:00:00
V	2412	4	4	260	1684	5	2014-03-26 00:00:00	2014-04-04 00:00:00	41048.7	3283.896	1026.2175	45358.8135	2014-04-04 00:00:00
V	2413	4	4	258	1534	5	2014-03-27 00:00:00	2014-04-05 00:00:00	416.745	33.3396	10.4186	460.5032	2014-04-05 00:00:00
V	2414	4	4	254	1614	5	2014-03-27 00:00:00	2014-04-05 00:00:00	279.153	22.3322	6.9788	308.464	2014-04-05 00:00:00
V	2415	4	4	257	1588	5	2014-03-27 00:00:00	2014-04-05 00:00:00	40471.2	3237.696	1011.78	44720.676	2014-04-05 00:00:00
V	2416	4	4	261	1622	4	2014-03-27 00:00:00	2014-04-05 00:00:00	389.655	31.1724	9.7414	430.5688	2014-04-05 00:00:00
V	2417	4	4	251	1632	5	2014-03-27 00:00:00	2014-04-05 00:00:00	62092.8	4967.424	1552.32	68612.544	2014-04-05 00:00:00
V	2418	4	4	253	1608	5	2014-03-27 00:00:00	2014-04-05 00:00:00	5948.25	475.86	148.7063	6572.8163	2014-04-05 00:00:00
V	2419	4	4	255	1576	5	2014-03-27 00:00:00	2014-04-05 00:00:00	91117.95	7289.436	2277.9488	100685.3348	2014-04-05 00:00:00
V	2420	4	4	256	1590	1	2014-03-27 00:00:00	2014-04-05 00:00:00	525	42	13.125	580.125	2014-04-05 00:00:00
V	2421	6	4	259	1514	3	2014-03-27 00:00:00	2014-04-05 00:00:00	1721.79	137.7432	43.0448	1902.578	2014-04-05 00:00:00
V	2422	4	4	250	1498	4	2014-03-27 00:00:00	2014-04-05 00:00:00	26455.275	2116.422	661.3819	29233.0789	2014-04-05 00:00:00
V	2423	4	4	258	1674	2	2014-03-27 00:00:00	2014-04-05 00:00:00	944.37	75.5496	23.6093	1043.5289	2014-04-05 00:00:00
V	2424	4	4	254	1652	4	2014-03-27 00:00:00	2014-04-05 00:00:00	44594.55	3567.564	1114.8638	49276.9778	2014-04-05 00:00:00
V	2425	4	4	257	1578	3	2014-03-27 00:00:00	2014-04-05 00:00:00	62843.55	5027.484	1571.0888	69442.1228	2014-04-05 00:00:00
V	2426	4	4	261	1538	5	2014-03-27 00:00:00	2014-04-05 00:00:00	37843.575	3027.486	946.0894	41817.1504	2014-04-05 00:00:00
V	2427	4	4	251	1556	4	2014-03-27 00:00:00	2014-04-05 00:00:00	25531.275	2042.502	638.2819	28212.0589	2014-04-05 00:00:00
V	2428	4	4	253	1554	5	2014-03-27 00:00:00	2014-04-05 00:00:00	694.1655	55.5332	17.3541	767.0528	2014-04-05 00:00:00
V	2429	4	4	255	1688	4	2014-03-28 00:00:00	2014-04-06 00:00:00	125.748	10.0598	3.1437	138.9515	2014-04-06 00:00:00
V	2430	4	4	256	1580	5	2014-03-28 00:00:00	2014-04-06 00:00:00	150.7905	12.0632	3.7698	166.6235	2014-04-06 00:00:00
V	2431	4	4	259	1496	4	2014-03-28 00:00:00	2014-04-06 00:00:00	503.0865	40.2469	12.5772	555.9106	2014-04-06 00:00:00
V	2432	4	4	260	1494	2	2014-03-28 00:00:00	2014-04-06 00:00:00	8847.3	707.784	221.1825	9776.2665	2014-04-06 00:00:00
V	2433	4	4	250	1650	5	2014-03-28 00:00:00	2014-04-06 00:00:00	171.0765	13.6861	4.2769	189.0395	2014-04-06 00:00:00
V	2434	4	4	254	1654	4	2014-03-28 00:00:00	2014-04-06 00:00:00	20397.3	1631.784	509.9325	22539.0165	2014-04-06 00:00:00
V	2435	4	4	257	1664	3	2014-03-28 00:00:00	2014-04-06 00:00:00	14628.075	1170.246	365.7019	16164.0229	2014-04-06 00:00:00
V	2436	4	4	261	1678	3	2014-03-28 00:00:00	2014-04-06 00:00:00	58685.55	4694.844	1467.1388	64847.5328	2014-04-06 00:00:00
V	2437	4	4	251	1616	5	2014-03-28 00:00:00	2014-04-06 00:00:00	773.01	61.8408	19.3253	854.1761	2014-04-06 00:00:00
V	2438	6	4	253	1492	5	2014-03-28 00:00:00	2014-04-06 00:00:00	694.1655	55.5332	17.3541	767.0528	2014-04-06 00:00:00
V	2439	4	4	255	1602	5	2014-03-28 00:00:00	2014-04-06 00:00:00	1796.0355	143.6828	44.9009	1984.6192	2014-04-06 00:00:00
V	2440	4	4	256	1540	5	2014-03-28 00:00:00	2014-04-06 00:00:00	416.745	33.3396	10.4186	460.5032	2014-04-06 00:00:00
V	2441	4	4	259	1628	5	2014-03-28 00:00:00	2014-04-06 00:00:00	34644.225	2771.538	866.1056	38281.8686	2014-04-06 00:00:00
V	2442	4	4	260	1604	4	2014-03-28 00:00:00	2014-04-06 00:00:00	257.5755	20.606	6.4394	284.6209	2014-04-06 00:00:00
V	2443	4	4	258	1690	5	2014-03-28 00:00:00	2014-04-06 00:00:00	146.286	11.7029	3.6572	161.6461	2014-04-06 00:00:00
V	2444	4	4	254	1566	5	2014-03-28 00:00:00	2014-04-06 00:00:00	102.564	8.2051	2.5641	113.3332	2014-04-06 00:00:00
V	2445	4	4	257	1698	5	2014-03-31 00:00:00	2014-04-09 00:00:00	150.7905	12.0632	3.7698	166.6235	2014-04-09 00:00:00
V	2446	4	4	261	1560	5	2014-03-31 00:00:00	2014-04-09 00:00:00	13669.425	1093.554	341.7356	15104.7146	2014-04-09 00:00:00
V	2447	4	4	251	1692	5	2014-03-31 00:00:00	2014-04-09 00:00:00	16393.23	1311.4584	409.8308	18114.5192	2014-04-09 00:00:00
V	2448	4	4	253	1696	4	2014-03-31 00:00:00	2014-04-09 00:00:00	22516.725	1801.338	562.9181	24880.9811	2014-04-09 00:00:00
V	2449	4	4	255	1504	1	2014-03-31 00:00:00	2014-04-09 00:00:00	551.88	44.1504	13.797	609.8274	2014-04-09 00:00:00
V	2450	4	4	256	1544	1	2014-03-31 00:00:00	2014-04-09 00:00:00	6987.75	559.02	174.6938	7721.4638	2014-04-09 00:00:00
V	2451	4	4	252	1530	2	2014-03-31 00:00:00	2014-04-09 00:00:00	28072.275	2245.782	701.8069	31019.8639	2014-04-09 00:00:00
V	2452	4	4	260	1508	1	2014-03-31 00:00:00	2014-04-09 00:00:00	35394.975	2831.598	884.8744	39111.4474	2014-04-09 00:00:00
V	2453	4	4	258	1694	1	2014-03-31 00:00:00	2014-04-09 00:00:00	3407.25	272.58	85.1813	3765.0113	2014-04-09 00:00:00
V	2454	4	4	254	1624	2	2014-03-31 00:00:00	2014-04-09 00:00:00	28297.5	2263.8	707.4375	31268.7375	2014-04-09 00:00:00
V	2455	4	4	257	1548	2	2014-03-31 00:00:00	2014-04-09 00:00:00	59.9445	4.7956	1.4986	66.2387	2014-04-09 00:00:00
V	2456	4	4	261	1598	4	2014-03-31 00:00:00	2014-04-09 00:00:00	332.955	26.6364	8.3239	367.9153	2014-04-09 00:00:00
V	2457	4	4	250	1658	5	2014-03-31 00:00:00	2014-04-09 00:00:00	43878.45	3510.276	1096.9613	48485.6873	2014-04-09 00:00:00
V	2458	4	4	253	1536	4	2014-03-31 00:00:00	2014-04-09 00:00:00	544.572	43.5658	13.6143	601.7521	2014-04-09 00:00:00
V	2459	4	4	255	1568	2	2014-03-31 00:00:00	2014-04-09 00:00:00	36405.6	2912.448	910.14	40228.188	2014-04-09 00:00:00
V	2460	4	4	256	1648	5	2014-03-31 00:00:00	2014-04-09 00:00:00	142.4115	11.3929	3.5603	157.3647	2014-04-09 00:00:00
V	2461	4	4	259	1646	5	2014-04-02 00:00:00	2014-04-11 00:00:00	19236.525	1538.922	480.9131	21256.3601	2014-04-11 00:00:00
V	2462	4	4	260	1672	4	2014-04-02 00:00:00	2014-04-11 00:00:00	253.323	20.2658	6.3331	279.9219	2014-04-11 00:00:00
V	2463	4	4	258	1600	1	2014-04-02 00:00:00	2014-04-11 00:00:00	1276.275	102.102	31.9069	1410.2839	2014-04-11 00:00:00
V	2464	4	4	254	1522	1	2014-04-02 00:00:00	2014-04-11 00:00:00	2003.925	160.314	50.0981	2214.3371	2014-04-11 00:00:00
V	2465	4	4	252	1570	2	2014-04-02 00:00:00	2014-04-11 00:00:00	50860.425	4068.834	1271.5106	56200.7696	2014-04-11 00:00:00
V	2466	4	4	261	1516	1	2014-04-02 00:00:00	2014-04-11 00:00:00	454.86	36.3888	11.3715	502.6203	2014-04-11 00:00:00
V	2467	4	4	251	1506	5	2014-04-02 00:00:00	2014-04-11 00:00:00	43878.45	3510.276	1096.9613	48485.6873	2014-04-11 00:00:00
V	2468	4	4	253	1626	2	2014-04-02 00:00:00	2014-04-11 00:00:00	7132.125	570.57	178.3031	7880.9981	2014-04-11 00:00:00
V	2469	4	4	255	1542	2	2014-04-02 00:00:00	2014-04-11 00:00:00	28343.7	2267.496	708.5925	31319.7885	2014-04-11 00:00:00
V	2470	4	4	256	1610	4	2014-04-02 00:00:00	2014-04-11 00:00:00	22516.725	1801.338	562.9181	24880.9811	2014-04-11 00:00:00
V	2471	4	4	259	1638	5	2014-04-02 00:00:00	2014-04-11 00:00:00	34644.225	2771.538	866.1056	38281.8686	2014-04-11 00:00:00
V	2472	4	4	260	1582	5	2014-04-02 00:00:00	2014-04-11 00:00:00	272.7585	21.8207	6.819	301.3982	2014-04-11 00:00:00
V	2473	4	4	258	1510	5	2014-04-02 00:00:00	2014-04-11 00:00:00	143.0415	11.4433	3.576	158.0608	2014-04-11 00:00:00
V	2474	4	4	254	1526	2	2014-04-02 00:00:00	2014-04-11 00:00:00	28199.325	2255.946	704.9831	31160.2541	2014-04-11 00:00:00
V	2475	4	4	257	1644	1	2014-04-02 00:00:00	2014-04-11 00:00:00	3713.325	297.066	92.8331	4103.2241	2014-04-11 00:00:00
V	2476	4	4	261	1680	5	2014-04-02 00:00:00	2014-04-11 00:00:00	63831.075	5106.486	1595.7769	70533.3379	2014-04-11 00:00:00
V	2477	4	4	251	1584	5	2014-04-03 00:00:00	2014-04-12 00:00:00	16340.31	1307.2248	408.5078	18056.0426	2014-04-12 00:00:00
V	2478	4	4	253	1620	5	2014-04-03 00:00:00	2014-04-12 00:00:00	5711.475	456.918	142.7869	6311.1799	2014-04-12 00:00:00
V	2479	4	4	255	1666	4	2014-04-03 00:00:00	2014-04-12 00:00:00	235.9035	18.8723	5.8976	260.6734	2014-04-12 00:00:00
V	2480	5	4	256	1592	2	2014-04-03 00:00:00	2014-04-12 00:00:00	97.965	7.8372	2.4491	108.2513	2014-04-12 00:00:00
V	2481	4	4	259	1618	4	2014-04-03 00:00:00	2014-04-12 00:00:00	114.471	9.1577	2.8618	126.4905	2014-04-12 00:00:00
V	2482	4	4	260	1612	4	2014-04-03 00:00:00	2014-04-12 00:00:00	132.6465	10.6117	3.3162	146.5744	2014-04-12 00:00:00
V	2483	4	4	258	1586	5	2014-04-03 00:00:00	2014-04-12 00:00:00	43878.45	3510.276	1096.9613	48485.6873	2014-04-12 00:00:00
V	2484	4	4	254	1500	1	2014-04-03 00:00:00	2014-04-12 00:00:00	418.95	33.516	10.4738	462.9398	2014-04-12 00:00:00
V	2485	4	4	257	1656	4	2014-04-03 00:00:00	2014-04-12 00:00:00	3413.2455	273.0596	85.3311	3771.6362	2014-04-12 00:00:00
V	2486	4	4	261	1572	1	2014-04-03 00:00:00	2014-04-12 00:00:00	461.79	36.9432	11.5448	510.278	2014-04-12 00:00:00
V	2487	4	4	251	1562	4	2014-04-03 00:00:00	2014-04-12 00:00:00	760.41	60.8328	19.0103	840.2531	2014-04-12 00:00:00
V	2488	4	4	253	1662	2	2014-04-03 00:00:00	2014-04-12 00:00:00	37.0755	2.966	0.9269	40.9684	2014-04-12 00:00:00
V	2489	4	4	252	1682	4	2014-04-03 00:00:00	2014-04-12 00:00:00	21558.075	1724.646	538.9519	23821.6729	2014-04-12 00:00:00
V	2490	4	4	256	1686	4	2014-04-03 00:00:00	2014-04-12 00:00:00	422.1	33.768	10.5525	466.4205	2014-04-12 00:00:00
V	2491	4	4	259	1684	4	2014-04-03 00:00:00	2014-04-12 00:00:00	45172.05	3613.764	1129.3013	49915.1153	2014-04-12 00:00:00
V	2492	4	4	260	1534	5	2014-04-03 00:00:00	2014-04-12 00:00:00	273.7035	21.8963	6.8426	302.4424	2014-04-12 00:00:00
V	2493	4	4	258	1614	5	2014-04-04 00:00:00	2014-04-13 00:00:00	415.8	33.264	10.395	459.459	2014-04-13 00:00:00
V	2494	4	4	254	1588	5	2014-04-04 00:00:00	2014-04-13 00:00:00	40471.2	3237.696	1011.78	44720.676	2014-04-13 00:00:00
V	2495	4	4	257	1622	5	2014-04-04 00:00:00	2014-04-13 00:00:00	1225.665	98.0532	30.6416	1354.3598	2014-04-13 00:00:00
V	2496	4	4	261	1632	5	2014-04-04 00:00:00	2014-04-13 00:00:00	62092.8	4967.424	1552.32	68612.544	2014-04-13 00:00:00
V	2497	4	4	251	1608	5	2014-04-04 00:00:00	2014-04-13 00:00:00	5948.25	475.86	148.7063	6572.8163	2014-04-13 00:00:00
V	2498	4	4	253	1576	5	2014-04-04 00:00:00	2014-04-13 00:00:00	91117.95	7289.436	2277.9488	100685.3348	2014-04-13 00:00:00
V	2499	4	4	255	1590	1	2014-04-04 00:00:00	2014-04-13 00:00:00	525	42	13.125	580.125	2014-04-13 00:00:00
V	2500	4	4	252	1514	5	2014-04-04 00:00:00	2014-04-13 00:00:00	2003.6835	160.2947	50.0921	2214.0703	2014-04-13 00:00:00
V	2501	4	4	259	1498	4	2014-04-04 00:00:00	2014-04-13 00:00:00	26455.275	2116.422	661.3819	29233.0789	2014-04-13 00:00:00
V	2502	4	4	260	1674	2	2014-04-04 00:00:00	2014-04-13 00:00:00	944.37	75.5496	23.6093	1043.5289	2014-04-13 00:00:00
V	2503	4	4	258	1652	1	2014-04-04 00:00:00	2014-04-13 00:00:00	6993.525	559.482	174.8381	7727.8451	2014-04-13 00:00:00
V	2504	4	3	250	1578	3	2014-04-04 00:00:00	2014-04-13 00:00:00	36122.625	2889.81	903.0656	39915.5006	2014-04-13 00:00:00
V	2505	4	4	257	1538	5	2014-04-04 00:00:00	2014-04-13 00:00:00	37843.575	3027.486	946.0894	41817.1504	2014-04-13 00:00:00
V	2506	4	4	261	1556	4	2014-04-04 00:00:00	2014-04-13 00:00:00	25531.275	2042.502	638.2819	28212.0589	2014-04-13 00:00:00
V	2507	4	4	251	1554	5	2014-04-04 00:00:00	2014-04-13 00:00:00	773.955	61.9164	19.3489	855.2203	2014-04-13 00:00:00
V	2508	4	4	253	1688	4	2014-04-04 00:00:00	2014-04-13 00:00:00	125.748	10.0598	3.1437	138.9515	2014-04-13 00:00:00
V	2509	4	4	255	1580	5	2014-04-07 00:00:00	2014-04-16 00:00:00	150.7905	12.0632	3.7698	166.6235	2014-04-16 00:00:00
V	2510	4	4	256	1496	4	2014-04-07 00:00:00	2014-04-16 00:00:00	360.045	28.8036	9.0011	397.8497	2014-04-16 00:00:00
V	2511	4	4	259	1494	2	2014-04-07 00:00:00	2014-04-16 00:00:00	8847.3	707.784	221.1825	9776.2665	2014-04-16 00:00:00
V	2512	4	4	260	1650	5	2014-04-07 00:00:00	2014-04-16 00:00:00	171.0765	13.6861	4.2769	189.0395	2014-04-16 00:00:00
V	2513	4	4	258	1654	4	2014-04-07 00:00:00	2014-04-16 00:00:00	20397.3	1631.784	509.9325	22539.0165	2014-04-16 00:00:00
V	2514	4	4	254	1664	3	2014-04-07 00:00:00	2014-04-16 00:00:00	14628.075	1170.246	365.7019	16164.0229	2014-04-16 00:00:00
V	2515	4	4	257	1678	3	2014-04-07 00:00:00	2014-04-16 00:00:00	58685.55	4694.844	1467.1388	64847.5328	2014-04-16 00:00:00
V	2516	4	4	261	1616	4	2014-04-07 00:00:00	2014-04-16 00:00:00	481.887	38.551	12.0472	532.4852	2014-04-16 00:00:00
V	2517	4	4	251	1492	5	2014-04-07 00:00:00	2014-04-16 00:00:00	773.955	61.9164	19.3489	855.2203	2014-04-16 00:00:00
V	2518	4	4	253	1602	5	2014-04-07 00:00:00	2014-04-16 00:00:00	1796.0355	143.6828	44.9009	1984.6192	2014-04-16 00:00:00
V	2519	4	4	255	1540	5	2014-04-07 00:00:00	2014-04-16 00:00:00	658.9485	52.7159	16.4737	728.1381	2014-04-16 00:00:00
V	2520	4	4	256	1628	5	2014-04-07 00:00:00	2014-04-16 00:00:00	34644.225	2771.538	866.1056	38281.8686	2014-04-16 00:00:00
V	2521	4	4	259	1604	3	2014-04-07 00:00:00	2014-04-16 00:00:00	1581.93	126.5544	39.5483	1748.0327	2014-04-16 00:00:00
V	2522	4	4	250	1690	5	2014-04-07 00:00:00	2014-04-16 00:00:00	146.286	11.7029	3.6572	161.6461	2014-04-16 00:00:00
V	2523	4	4	258	1566	5	2014-04-07 00:00:00	2014-04-16 00:00:00	102.564	8.2051	2.5641	113.3332	2014-04-16 00:00:00
V	2524	4	4	254	1698	5	2014-04-07 00:00:00	2014-04-16 00:00:00	150.7905	12.0632	3.7698	166.6235	2014-04-16 00:00:00
V	2525	4	4	257	1560	5	2014-04-08 00:00:00	2014-04-17 00:00:00	13669.425	1093.554	341.7356	15104.7146	2014-04-17 00:00:00
V	2526	4	4	261	1692	5	2014-04-08 00:00:00	2014-04-17 00:00:00	13458.69	1076.6952	336.4673	14871.8525	2014-04-17 00:00:00
V	2527	4	4	251	1696	2	2014-04-08 00:00:00	2014-04-17 00:00:00	101720.85	8137.668	2543.0213	112401.5393	2014-04-17 00:00:00
V	2528	4	4	253	1504	1	2014-04-08 00:00:00	2014-04-17 00:00:00	551.88	44.1504	13.797	609.8274	2014-04-17 00:00:00
V	2529	4	4	255	1544	1	2014-04-08 00:00:00	2014-04-17 00:00:00	6987.75	559.02	174.6938	7721.4638	2014-04-17 00:00:00
V	2530	4	4	256	1530	2	2014-04-08 00:00:00	2014-04-17 00:00:00	28072.275	2245.782	701.8069	31019.8639	2014-04-17 00:00:00
V	2531	4	4	259	1508	1	2014-04-08 00:00:00	2014-04-17 00:00:00	1917.3	153.384	47.9325	2118.6165	2014-04-17 00:00:00
V	2532	4	4	260	1694	1	2014-04-08 00:00:00	2014-04-17 00:00:00	4215.75	337.26	105.3938	4658.4038	2014-04-17 00:00:00
