\P\	CurrencyRateID	CurrencyRateDate	FromCurrencyCode	ToCurrencyCode	AverageRate	EndOfDayRate	ModifiedDate\
V	6266	2012-11-17 00:00:00	USD	AUD	1.9266	1.9271	2012-11-17 00:00:00
V	6267	2012-11-17 00:00:00	USD	BRL	2.2149	2.221	2012-11-17 00:00:00
V	6268	2012-11-17 00:00:00	USD	CAD	1.5327	1.5402	2012-11-17 00:00:00
V	6269	2012-11-17 00:00:00	USD	CNY	8.2782	8.2788	2012-11-17 00:00:00
V	6270	2012-11-17 00:00:00	USD	EUR	1.1237	1.1247	2012-11-17 00:00:00
V	6271	2012-11-17 00:00:00	USD	GBP	0.6967	0.6977	2012-11-17 00:00:00
V	6272	2012-11-17 00:00:00	USD	JPY	121.408	121.489	2012-11-17 00:00:00
V	6273	2012-11-17 00:00:00	USD	MXN	9.2693	9.2729	2012-11-17 00:00:00
V	6274	2012-11-17 00:00:00	USD	SAR	3.7505	3.7557	2012-11-17 00:00:00
V	6275	2012-11-17 00:00:00	USD	VEB	713	713.0199	2012-11-17 00:00:00
V	6276	2012-11-18 00:00:00	USD	ARS	0.9991	0.999	2012-11-18 00:00:00
V	6277	2012-11-18 00:00:00	USD	AUD	1.9262	1.9254	2012-11-18 00:00:00
V	6278	2012-11-18 00:00:00	USD	BRL	2.213	2.208	2012-11-18 00:00:00
V	6279	2012-11-18 00:00:00	USD	CAD	1.5357	1.5262	2012-11-18 00:00:00
V	6280	2012-11-18 00:00:00	USD	CNY	8.2782	8.2775	2012-11-18 00:00:00
V	6281	2012-11-18 00:00:00	USD	EUR	1.1192	1.1185	2012-11-18 00:00:00
V	6282	2012-11-18 00:00:00	USD	GBP	0.695	0.6948	2012-11-18 00:00:00
V	6283	2012-11-18 00:00:00	USD	JPY	121.312	121.297	2012-11-18 00:00:00
V	6284	2012-11-18 00:00:00	USD	MXN	9.275	9.2729	2012-11-18 00:00:00
V	6285	2012-11-18 00:00:00	USD	SAR	3.7507	3.745	2012-11-18 00:00:00
V	6286	2012-11-18 00:00:00	USD	VEB	713.25	713.1599	2012-11-18 00:00:00
V	6287	2012-11-19 00:00:00	USD	ARS	0.9991	1.0001	2012-11-19 00:00:00
V	6288	2012-11-19 00:00:00	USD	AUD	1.9231	1.9233	2012-11-19 00:00:00
V	6289	2012-11-19 00:00:00	USD	BRL	2.21	2.21	2012-11-19 00:00:00
V	6290	2012-11-19 00:00:00	USD	CAD	1.5335	1.537	2012-11-19 00:00:00
V	6291	2012-11-19 00:00:00	USD	CNY	8.2782	8.2791	2012-11-19 00:00:00
V	6292	2012-11-19 00:00:00	USD	EUR	1.1204	1.1206	2012-11-19 00:00:00
V	6293	2012-11-19 00:00:00	USD	GBP	0.6952	0.6956	2012-11-19 00:00:00
V	6294	2012-11-19 00:00:00	USD	JPY	121.35	121.372	2012-11-19 00:00:00
V	6295	2012-11-19 00:00:00	USD	MXN	9.275	9.275	2012-11-19 00:00:00
V	6296	2012-11-19 00:00:00	USD	SAR	3.7505	3.7549	2012-11-19 00:00:00
V	6297	2012-11-19 00:00:00	USD	VEB	713.25	713.32	2012-11-19 00:00:00
V	6298	2012-11-20 00:00:00	USD	ARS	0.9991	0.9989	2012-11-20 00:00:00
V	6299	2012-11-20 00:00:00	USD	AUD	1.9269	1.9259	2012-11-20 00:00:00
V	6300	2012-11-20 00:00:00	USD	BRL	2.21	2.2029	2012-11-20 00:00:00
V	6301	2012-11-20 00:00:00	USD	CAD	1.5364	1.5319	2012-11-20 00:00:00
V	6302	2012-11-20 00:00:00	USD	CNY	8.2782	8.2772	2012-11-20 00:00:00
V	6303	2012-11-20 00:00:00	USD	EUR	1.119	1.1185	2012-11-20 00:00:00
V	6304	2012-11-20 00:00:00	USD	GBP	0.6952	0.6951	2012-11-20 00:00:00
V	6305	2012-11-20 00:00:00	USD	JPY	121.36	121.283	2012-11-20 00:00:00
V	6306	2012-11-20 00:00:00	USD	MXN	9.275	9.269	2012-11-20 00:00:00
V	6307	2012-11-20 00:00:00	USD	SAR	3.7505	3.748	2012-11-20 00:00:00
V	6308	2012-11-20 00:00:00	USD	VEB	713.25	713.1799	2012-11-20 00:00:00
V	6309	2012-11-21 00:00:00	USD	ARS	0.9998	1.0002	2012-11-21 00:00:00
V	6310	2012-11-21 00:00:00	USD	AUD	1.931	1.9311	2012-11-21 00:00:00
V	6311	2012-11-21 00:00:00	USD	BRL	2.2157	2.22	2012-11-21 00:00:00
V	6312	2012-11-21 00:00:00	USD	CAD	1.5425	1.5428	2012-11-21 00:00:00
V	6313	2012-11-21 00:00:00	USD	CNY	8.2782	8.2787	2012-11-21 00:00:00
V	6314	2012-11-21 00:00:00	USD	EUR	1.1241	1.1241	2012-11-21 00:00:00
V	6315	2012-11-21 00:00:00	USD	GBP	0.6954	0.6961	2012-11-21 00:00:00
V	6316	2012-11-21 00:00:00	USD	JPY	121.17	121.218	2012-11-21 00:00:00
V	6317	2012-11-21 00:00:00	USD	MXN	9.1941	9.1989	2012-11-21 00:00:00
V	6318	2012-11-21 00:00:00	USD	SAR	3.7507	3.7521	2012-11-21 00:00:00
V	6319	2012-11-21 00:00:00	USD	VEB	713.5	713.59	2012-11-21 00:00:00
V	6320	2012-11-22 00:00:00	USD	ARS	0.9998	0.9996	2012-11-22 00:00:00
V	6321	2012-11-22 00:00:00	USD	AUD	1.9396	1.9392	2012-11-22 00:00:00
V	6322	2012-11-22 00:00:00	USD	BRL	2.2448	2.238	2012-11-22 00:00:00
V	6323	2012-11-22 00:00:00	USD	CAD	1.5443	1.5437	2012-11-22 00:00:00
V	6324	2012-11-22 00:00:00	USD	CNY	8.2792	8.2784	2012-11-22 00:00:00
V	6325	2012-11-22 00:00:00	USD	EUR	1.1318	1.1315	2012-11-22 00:00:00
V	6326	2012-11-22 00:00:00	USD	GBP	0.7018	0.7018	2012-11-22 00:00:00
V	6327	2012-11-22 00:00:00	USD	JPY	121.335	121.258	2012-11-22 00:00:00
V	6328	2012-11-22 00:00:00	USD	MXN	9.2172	9.2089	2012-11-22 00:00:00
V	6329	2012-11-22 00:00:00	USD	SAR	3.7505	3.7427	2012-11-22 00:00:00
V	6330	2012-11-22 00:00:00	USD	VEB	713.5	713.46	2012-11-22 00:00:00
V	6331	2012-11-23 00:00:00	USD	ARS	0.9998	1	2012-11-23 00:00:00
V	6332	2012-11-23 00:00:00	USD	AUD	1.9068	1.9071	2012-11-23 00:00:00
V	6333	2012-11-23 00:00:00	USD	BRL	2.2629	2.266	2012-11-23 00:00:00
V	6334	2012-11-23 00:00:00	USD	CAD	1.5389	1.5475	2012-11-23 00:00:00
V	6335	2012-11-23 00:00:00	USD	CNY	8.2782	8.2789	2012-11-23 00:00:00
V	6336	2012-11-23 00:00:00	USD	EUR	1.1302	1.1303	2012-11-23 00:00:00
V	6337	2012-11-23 00:00:00	USD	GBP	0.7039	0.7039	2012-11-23 00:00:00
V	6338	2012-11-23 00:00:00	USD	JPY	122.2	122.2099	2012-11-23 00:00:00
V	6339	2012-11-23 00:00:00	USD	MXN	9.2149	9.223	2012-11-23 00:00:00
V	6340	2012-11-23 00:00:00	USD	SAR	3.7505	3.7513	2012-11-23 00:00:00
V	6341	2012-11-23 00:00:00	USD	VEB	713.7599	713.85	2012-11-23 00:00:00
V	6342	2012-11-24 00:00:00	USD	ARS	0.9998	0.9995	2012-11-24 00:00:00
V	6343	2012-11-24 00:00:00	USD	AUD	1.9091	1.9084	2012-11-24 00:00:00
V	6344	2012-11-24 00:00:00	USD	BRL	2.2589	2.2519	2012-11-24 00:00:00
V	6345	2012-11-24 00:00:00	USD	CAD	1.5431	1.5365	2012-11-24 00:00:00
V	6346	2012-11-24 00:00:00	USD	CNY	8.2779	8.2776	2012-11-24 00:00:00
V	6347	2012-11-24 00:00:00	USD	EUR	1.1348	1.1345	2012-11-24 00:00:00
V	6348	2012-11-24 00:00:00	USD	GBP	0.7028	0.7027	2012-11-24 00:00:00
V	6349	2012-11-24 00:00:00	USD	JPY	122.745	122.685	2012-11-24 00:00:00
V	6350	2012-11-24 00:00:00	USD	MXN	9.2048	9.198	2012-11-24 00:00:00
V	6351	2012-11-24 00:00:00	USD	SAR	3.7507	3.7418	2012-11-24 00:00:00
V	6352	2012-11-24 00:00:00	USD	VEB	713.71	713.6499	2012-11-24 00:00:00
V	6353	2012-11-25 00:00:00	USD	ARS	0.999	1	2012-11-25 00:00:00
V	6354	2012-11-25 00:00:00	USD	AUD	1.9175	1.9182	2012-11-25 00:00:00
V	6355	2012-11-25 00:00:00	USD	BRL	2.286	2.293	2012-11-25 00:00:00
V	6356	2012-11-25 00:00:00	USD	CAD	1.5515	1.5593	2012-11-25 00:00:00
V	6357	2012-11-25 00:00:00	USD	CNY	8.2779	8.2784	2012-11-25 00:00:00
V	6358	2012-11-25 00:00:00	USD	EUR	1.1408	1.1416	2012-11-25 00:00:00
V	6359	2012-11-25 00:00:00	USD	GBP	0.7048	0.7056	2012-11-25 00:00:00
V	6360	2012-11-25 00:00:00	USD	JPY	122.54	122.596	2012-11-25 00:00:00
V	6361	2012-11-25 00:00:00	USD	MXN	9.2195	9.2279	2012-11-25 00:00:00
V	6362	2012-11-25 00:00:00	USD	SAR	3.7505	3.7593	2012-11-25 00:00:00
V	6363	2012-11-25 00:00:00	USD	VEB	714.5	714.5599	2012-11-25 00:00:00
V	6364	2012-11-26 00:00:00	USD	ARS	0.999	0.999	2012-11-26 00:00:00
V	6365	2012-11-26 00:00:00	USD	AUD	1.9175	1.9169	2012-11-26 00:00:00
V	6366	2012-11-26 00:00:00	USD	BRL	2.2839	2.274	2012-11-26 00:00:00
V	6367	2012-11-26 00:00:00	USD	CAD	1.5515	1.5468	2012-11-26 00:00:00
V	6368	2012-11-26 00:00:00	USD	CNY	8.2779	8.2777	2012-11-26 00:00:00
V	6369	2012-11-26 00:00:00	USD	EUR	1.1429	1.1426	2012-11-26 00:00:00
V	6370	2012-11-26 00:00:00	USD	GBP	0.7048	0.7045	2012-11-26 00:00:00
V	6371	2012-11-26 00:00:00	USD	JPY	122.55	122.486	2012-11-26 00:00:00
V	6372	2012-11-26 00:00:00	USD	MXN	9.214	9.205	2012-11-26 00:00:00
V	6373	2012-11-26 00:00:00	USD	SAR	3.7505	3.75	2012-11-26 00:00:00
V	6374	2012-11-26 00:00:00	USD	VEB	714.5	714.3999	2012-11-26 00:00:00
V	6375	2012-11-27 00:00:00	USD	ARS	0.999	0.9993	2012-11-27 00:00:00
V	6376	2012-11-27 00:00:00	USD	AUD	1.9175	1.9177	2012-11-27 00:00:00
V	6377	2012-11-27 00:00:00	USD	BRL	2.2839	2.289	2012-11-27 00:00:00
V	6378	2012-11-27 00:00:00	USD	CAD	1.5515	1.5559	2012-11-27 00:00:00
V	6379	2012-11-27 00:00:00	USD	CNY	8.2779	8.2783	2012-11-27 00:00:00
V	6380	2012-11-27 00:00:00	USD	EUR	1.1414	1.1419	2012-11-27 00:00:00
V	6381	2012-11-27 00:00:00	USD	GBP	0.7048	0.7049	2012-11-27 00:00:00
V	6382	2012-11-27 00:00:00	USD	JPY	122.515	122.568	2012-11-27 00:00:00
V	6383	2012-11-27 00:00:00	USD	MXN	9.214	9.224	2012-11-27 00:00:00
V	6384	2012-11-27 00:00:00	USD	SAR	3.7505	3.7568	2012-11-27 00:00:00
V	6385	2012-11-27 00:00:00	USD	VEB	714.5	714.6	2012-11-27 00:00:00
V	6386	2012-11-28 00:00:00	USD	ARS	0.9997	0.999	2012-11-28 00:00:00
V	6387	2012-11-28 00:00:00	USD	AUD	1.9253	1.9249	2012-11-28 00:00:00
V	6388	2012-11-28 00:00:00	USD	BRL	2.3148	2.309	2012-11-28 00:00:00
V	6389	2012-11-28 00:00:00	USD	CAD	1.5512	1.5423	2012-11-28 00:00:00
V	6390	2012-11-28 00:00:00	USD	CNY	8.2779	8.2772	2012-11-28 00:00:00
V	6391	2012-11-28 00:00:00	USD	EUR	1.1437	1.1431	2012-11-28 00:00:00
V	6392	2012-11-28 00:00:00	USD	GBP	0.7043	0.7039	2012-11-28 00:00:00
V	6393	2012-11-28 00:00:00	USD	JPY	123.318	123.256	2012-11-28 00:00:00
V	6394	2012-11-28 00:00:00	USD	MXN	9.1605	9.16	2012-11-28 00:00:00
V	6395	2012-11-28 00:00:00	USD	SAR	3.7505	3.7492	2012-11-28 00:00:00
V	6396	2012-11-28 00:00:00	USD	VEB	714.71	714.7	2012-11-28 00:00:00
V	6397	2012-11-29 00:00:00	USD	ARS	0.9998	0.9998	2012-11-29 00:00:00
V	6398	2012-11-29 00:00:00	USD	AUD	1.9181	1.9191	2012-11-29 00:00:00
V	6399	2012-11-29 00:00:00	USD	BRL	2.3399	2.349	2012-11-29 00:00:00
V	6400	2012-11-29 00:00:00	USD	CAD	1.5469	1.5497	2012-11-29 00:00:00
V	6401	2012-11-29 00:00:00	USD	CNY	8.2776	8.2786	2012-11-29 00:00:00
V	6402	2012-11-29 00:00:00	USD	EUR	1.139	1.1396	2012-11-29 00:00:00
V	6403	2012-11-29 00:00:00	USD	GBP	0.7024	0.7029	2012-11-29 00:00:00
V	6404	2012-11-29 00:00:00	USD	JPY	123.517	123.587	2012-11-29 00:00:00
V	6405	2012-11-29 00:00:00	USD	MXN	9.1969	9.2059	2012-11-29 00:00:00
V	6406	2012-11-29 00:00:00	USD	SAR	3.7507	3.7599	2012-11-29 00:00:00
V	6407	2012-11-29 00:00:00	USD	VEB	714.75	714.7999	2012-11-29 00:00:00
V	6408	2012-11-30 00:00:00	USD	ARS	0.9998	0.999	2012-11-30 00:00:00
V	6409	2012-11-30 00:00:00	USD	AUD	1.9115	1.9107	2012-11-30 00:00:00
V	6410	2012-11-30 00:00:00	USD	BRL	2.318	2.309	2012-11-30 00:00:00
V	6411	2012-11-30 00:00:00	USD	CAD	1.5379	1.5368	2012-11-30 00:00:00
V	6412	2012-11-30 00:00:00	USD	CNY	8.2776	8.2773	2012-11-30 00:00:00
V	6413	2012-11-30 00:00:00	USD	EUR	1.1327	1.1323	2012-11-30 00:00:00
V	6414	2012-11-30 00:00:00	USD	GBP	0.6996	0.6994	2012-11-30 00:00:00
V	6415	2012-11-30 00:00:00	USD	JPY	123.65	123.5669	2012-11-30 00:00:00
V	6416	2012-11-30 00:00:00	USD	MXN	9.154	9.146	2012-11-30 00:00:00
V	6417	2012-11-30 00:00:00	USD	SAR	3.7505	3.7423	2012-11-30 00:00:00
V	6418	2012-11-30 00:00:00	USD	VEB	714.71	714.7	2012-11-30 00:00:00
V	6419	2012-12-01 00:00:00	USD	ARS	0.9998	0.9999	2012-12-01 00:00:00
V	6420	2012-12-01 00:00:00	USD	AUD	1.8914	1.8915	2012-12-01 00:00:00
V	6421	2012-12-01 00:00:00	USD	BRL	2.306	2.313	2012-12-01 00:00:00
V	6422	2012-12-01 00:00:00	USD	CAD	1.5355	1.5441	2012-12-01 00:00:00
V	6423	2012-12-01 00:00:00	USD	CNY	8.2774	8.2782	2012-12-01 00:00:00
V	6424	2012-12-01 00:00:00	USD	EUR	1.1332	1.1337	2012-12-01 00:00:00
V	6425	2012-12-01 00:00:00	USD	GBP	0.6986	0.6986	2012-12-01 00:00:00
V	6426	2012-12-01 00:00:00	USD	JPY	122.56	122.614	2012-12-01 00:00:00
V	6427	2012-12-01 00:00:00	USD	MXN	8.9989	9.0039	2012-12-01 00:00:00
V	6428	2012-12-01 00:00:00	USD	SAR	3.7505	3.7545	2012-12-01 00:00:00
V	6429	2012-12-01 00:00:00	USD	VEB	715.739	715.83	2012-12-01 00:00:00
V	6430	2012-12-02 00:00:00	USD	ARS	0.9995	0.9993	2012-12-02 00:00:00
V	6431	2012-12-02 00:00:00	USD	AUD	1.8887	1.8885	2012-12-02 00:00:00
V	6432	2012-12-02 00:00:00	USD	BRL	2.309	2.305	2012-12-02 00:00:00
V	6433	2012-12-02 00:00:00	USD	CAD	1.5336	1.532	2012-12-02 00:00:00
V	6434	2012-12-02 00:00:00	USD	CNY	8.2775	8.2772	2012-12-02 00:00:00
V	6435	2012-12-02 00:00:00	USD	EUR	1.1366	1.1364	2012-12-02 00:00:00
V	6436	2012-12-02 00:00:00	USD	GBP	0.6948	0.6939	2012-12-02 00:00:00
V	6437	2012-12-02 00:00:00	USD	JPY	123.602	123.568	2012-12-02 00:00:00
V	6438	2012-12-02 00:00:00	USD	MXN	9.0359	9.032	2012-12-02 00:00:00
V	6439	2012-12-02 00:00:00	USD	SAR	3.7505	3.7465	2012-12-02 00:00:00
V	6440	2012-12-02 00:00:00	USD	VEB	715.55	715.5	2012-12-02 00:00:00
V	6441	2012-12-03 00:00:00	USD	ARS	0.9995	1.0002	2012-12-03 00:00:00
V	6442	2012-12-03 00:00:00	USD	AUD	1.89	1.8906	2012-12-03 00:00:00
V	6443	2012-12-03 00:00:00	USD	BRL	2.309	2.3119	2012-12-03 00:00:00
V	6444	2012-12-03 00:00:00	USD	CAD	1.534	1.5353	2012-12-03 00:00:00
V	6445	2012-12-03 00:00:00	USD	CNY	8.2775	8.278	2012-12-03 00:00:00
V	6446	2012-12-03 00:00:00	USD	EUR	1.1351	1.1358	2012-12-03 00:00:00
V	6447	2012-12-03 00:00:00	USD	GBP	0.6948	0.6949	2012-12-03 00:00:00
V	6448	2012-12-03 00:00:00	USD	JPY	123.58	123.623	2012-12-03 00:00:00
V	6449	2012-12-03 00:00:00	USD	MXN	9.0359	9.037	2012-12-03 00:00:00
V	6450	2012-12-03 00:00:00	USD	SAR	3.7505	3.754	2012-12-03 00:00:00
V	6451	2012-12-03 00:00:00	USD	VEB	715.55	715.6399	2012-12-03 00:00:00
V	6452	2012-12-04 00:00:00	USD	ARS	0.9995	0.9987	2012-12-04 00:00:00
V	6453	2012-12-04 00:00:00	USD	AUD	1.8972	1.8967	2012-12-04 00:00:00
V	6454	2012-12-04 00:00:00	USD	BRL	2.309	2.2999	2012-12-04 00:00:00
V	6455	2012-12-04 00:00:00	USD	CAD	1.534	1.5286	2012-12-04 00:00:00
V	6456	2012-12-04 00:00:00	USD	CNY	8.2775	8.2766	2012-12-04 00:00:00
V	6457	2012-12-04 00:00:00	USD	EUR	1.1351	1.1344	2012-12-04 00:00:00
V	6458	2012-12-04 00:00:00	USD	GBP	0.6948	0.6939	2012-12-04 00:00:00
V	6459	2012-12-04 00:00:00	USD	JPY	123.583	123.494	2012-12-04 00:00:00
V	6460	2012-12-04 00:00:00	USD	MXN	9.0359	9.031	2012-12-04 00:00:00
V	6461	2012-12-04 00:00:00	USD	SAR	3.7505	3.7421	2012-12-04 00:00:00
V	6462	2012-12-04 00:00:00	USD	VEB	715.55	715.5	2012-12-04 00:00:00
V	6463	2012-12-05 00:00:00	USD	ARS	0.9999	1	2012-12-05 00:00:00
V	6464	2012-12-05 00:00:00	USD	AUD	1.8948	1.8955	2012-12-05 00:00:00
V	6465	2012-12-05 00:00:00	USD	BRL	2.3201	2.3279	2012-12-05 00:00:00
V	6466	2012-12-05 00:00:00	USD	CAD	1.538	1.539	2012-12-05 00:00:00
V	6467	2012-12-05 00:00:00	USD	CNY	8.2786	8.2786	2012-12-05 00:00:00
V	6468	2012-12-05 00:00:00	USD	EUR	1.1402	1.141	2012-12-05 00:00:00
V	6469	2012-12-05 00:00:00	USD	GBP	0.6945	0.6953	2012-12-05 00:00:00
V	6470	2012-12-05 00:00:00	USD	JPY	122.771	122.815	2012-12-05 00:00:00
V	6471	2012-12-05 00:00:00	USD	MXN	8.9717	8.9749	2012-12-05 00:00:00
V	6472	2012-12-05 00:00:00	USD	SAR	3.7505	3.7578	2012-12-05 00:00:00
V	6473	2012-12-05 00:00:00	USD	VEB	715.25	715.2999	2012-12-05 00:00:00
V	6474	2012-12-06 00:00:00	USD	ARS	0.9999	0.9998	2012-12-06 00:00:00
V	6475	2012-12-06 00:00:00	USD	AUD	1.9117	1.9115	2012-12-06 00:00:00
V	6476	2012-12-06 00:00:00	USD	BRL	2.3233	2.319	2012-12-06 00:00:00
V	6477	2012-12-06 00:00:00	USD	CAD	1.541	1.5349	2012-12-06 00:00:00
V	6478	2012-12-06 00:00:00	USD	CNY	8.2782	8.2774	2012-12-06 00:00:00
V	6479	2012-12-06 00:00:00	USD	EUR	1.1563	1.1563	2012-12-06 00:00:00
V	6480	2012-12-06 00:00:00	USD	GBP	0.7006	0.6996	2012-12-06 00:00:00
V	6481	2012-12-06 00:00:00	USD	JPY	122.775	122.764	2012-12-06 00:00:00
V	6482	2012-12-06 00:00:00	USD	MXN	8.9997	8.9979	2012-12-06 00:00:00
V	6483	2012-12-06 00:00:00	USD	SAR	3.7507	3.7416	2012-12-06 00:00:00
V	6484	2012-12-06 00:00:00	USD	VEB	715.25	715.25	2012-12-06 00:00:00
V	6485	2012-12-07 00:00:00	USD	ARS	0.9999	1.0001	2012-12-07 00:00:00
V	6486	2012-12-07 00:00:00	USD	AUD	1.9345	1.9353	2012-12-07 00:00:00
V	6487	2012-12-07 00:00:00	USD	BRL	2.3462	2.354	2012-12-07 00:00:00
V	6488	2012-12-07 00:00:00	USD	CAD	1.5517	1.5519	2012-12-07 00:00:00
V	6489	2012-12-07 00:00:00	USD	CNY	8.2779	8.2784	2012-12-07 00:00:00
V	6490	2012-12-07 00:00:00	USD	EUR	1.1677	1.1685	2012-12-07 00:00:00
V	6491	2012-12-07 00:00:00	USD	GBP	0.7048	0.7052	2012-12-07 00:00:00
V	6492	2012-12-07 00:00:00	USD	JPY	119.858	119.8589	2012-12-07 00:00:00
V	6493	2012-12-07 00:00:00	USD	MXN	9.079	9.082	2012-12-07 00:00:00
V	6494	2012-12-07 00:00:00	USD	SAR	3.7505	3.7566	2012-12-07 00:00:00
V	6495	2012-12-07 00:00:00	USD	VEB	715.942	716.0399	2012-12-07 00:00:00
V	6496	2012-12-08 00:00:00	USD	ARS	0.9995	0.999	2012-12-08 00:00:00
V	6497	2012-12-08 00:00:00	USD	AUD	1.9285	1.9283	2012-12-08 00:00:00
V	6498	2012-12-08 00:00:00	USD	BRL	2.3468	2.346	2012-12-08 00:00:00
V	6499	2012-12-08 00:00:00	USD	CAD	1.5477	1.5426	2012-12-08 00:00:00
V	6500	2012-12-08 00:00:00	USD	CNY	8.2777	8.2774	2012-12-08 00:00:00
V	6501	2012-12-08 00:00:00	USD	EUR	1.1669	1.1666	2012-12-08 00:00:00
V	6502	2012-12-08 00:00:00	USD	GBP	0.7099	0.7092	2012-12-08 00:00:00
V	6503	2012-12-08 00:00:00	USD	JPY	119.945	119.87	2012-12-08 00:00:00
V	6504	2012-12-08 00:00:00	USD	MXN	9.0937	9.0839	2012-12-08 00:00:00
V	6505	2012-12-08 00:00:00	USD	SAR	3.7505	3.7433	2012-12-08 00:00:00
V	6506	2012-12-08 00:00:00	USD	VEB	716.5	716.49	2012-12-08 00:00:00
V	6507	2012-12-09 00:00:00	USD	ARS	0.9995	1.0001	2012-12-09 00:00:00
V	6508	2012-12-09 00:00:00	USD	AUD	1.9234	1.9238	2012-12-09 00:00:00
V	6509	2012-12-09 00:00:00	USD	BRL	2.345	2.353	2012-12-09 00:00:00
V	6510	2012-12-09 00:00:00	USD	CAD	1.5472	1.5488	2012-12-09 00:00:00
V	6511	2012-12-09 00:00:00	USD	CNY	8.2779	8.2787	2012-12-09 00:00:00
V	6512	2012-12-09 00:00:00	USD	EUR	1.1625	1.1625	2012-12-09 00:00:00
V	6513	2012-12-09 00:00:00	USD	GBP	0.7038	0.7039	2012-12-09 00:00:00
V	6514	2012-12-09 00:00:00	USD	JPY	120.6919	120.783	2012-12-09 00:00:00
V	6515	2012-12-09 00:00:00	USD	MXN	9.105	9.114	2012-12-09 00:00:00
V	6516	2012-12-09 00:00:00	USD	SAR	3.7507	3.7563	2012-12-09 00:00:00
V	6517	2012-12-09 00:00:00	USD	VEB	717.5	717.6	2012-12-09 00:00:00
V	6518	2012-12-10 00:00:00	USD	ARS	0.9995	0.9985	2012-12-10 00:00:00
V	6519	2012-12-10 00:00:00	USD	AUD	1.9298	1.9291	2012-12-10 00:00:00
V	6520	2012-12-10 00:00:00	USD	BRL	2.345	2.3439	2012-12-10 00:00:00
V	6521	2012-12-10 00:00:00	USD	CAD	1.5434	1.5431	2012-12-10 00:00:00
V	6522	2012-12-10 00:00:00	USD	CNY	8.2779	8.2771	2012-12-10 00:00:00
V	6523	2012-12-10 00:00:00	USD	EUR	1.1635	1.1632	2012-12-10 00:00:00
V	6524	2012-12-10 00:00:00	USD	GBP	0.7032	0.703	2012-12-10 00:00:00
V	6525	2012-12-10 00:00:00	USD	JPY	120.7	120.622	2012-12-10 00:00:00
V	6526	2012-12-10 00:00:00	USD	MXN	9.105	9.099	2012-12-10 00:00:00
V	6527	2012-12-10 00:00:00	USD	SAR	3.7505	3.7442	2012-12-10 00:00:00
V	6528	2012-12-10 00:00:00	USD	VEB	717.5	717.44	2012-12-10 00:00:00
V	6529	2012-12-11 00:00:00	USD	ARS	0.9995	0.9999	2012-12-11 00:00:00
V	6530	2012-12-11 00:00:00	USD	AUD	1.9298	1.9303	2012-12-11 00:00:00
V	6531	2012-12-11 00:00:00	USD	BRL	2.345	2.345	2012-12-11 00:00:00
V	6532	2012-12-11 00:00:00	USD	CAD	1.5459	1.5538	2012-12-11 00:00:00
V	6533	2012-12-11 00:00:00	USD	CNY	8.2779	8.278	2012-12-11 00:00:00
V	6534	2012-12-11 00:00:00	USD	EUR	1.1635	1.1641	2012-12-11 00:00:00
V	6535	2012-12-11 00:00:00	USD	GBP	0.7032	0.704	2012-12-11 00:00:00
V	6536	2012-12-11 00:00:00	USD	JPY	120.7	120.702	2012-12-11 00:00:00
V	6537	2012-12-11 00:00:00	USD	MXN	9.105	9.111	2012-12-11 00:00:00
V	6538	2012-12-11 00:00:00	USD	SAR	3.7505	3.7583	2012-12-11 00:00:00
V	6539	2012-12-11 00:00:00	USD	VEB	717.5	717.5299	2012-12-11 00:00:00
V	6540	2012-12-12 00:00:00	USD	ARS	0.9999	0.9995	2012-12-12 00:00:00
V	6541	2012-12-12 00:00:00	USD	AUD	1.9227	1.9221	2012-12-12 00:00:00
V	6542	2012-12-12 00:00:00	USD	BRL	2.334	2.327	2012-12-12 00:00:00
V	6543	2012-12-12 00:00:00	USD	CAD	1.5445	1.5443	2012-12-12 00:00:00
V	6544	2012-12-12 00:00:00	USD	CNY	8.2775	8.2766	2012-12-12 00:00:00
V	6545	2012-12-12 00:00:00	USD	EUR	1.1633	1.1629	2012-12-12 00:00:00
V	6546	2012-12-12 00:00:00	USD	GBP	0.7039	0.7036	2012-12-12 00:00:00
V	6547	2012-12-12 00:00:00	USD	JPY	121.132	121.114	2012-12-12 00:00:00
V	6548	2012-12-12 00:00:00	USD	MXN	9.08	9.0739	2012-12-12 00:00:00
V	6549	2012-12-12 00:00:00	USD	SAR	3.7507	3.745	2012-12-12 00:00:00
V	6550	2012-12-12 00:00:00	USD	VEB	717.7	717.69	2012-12-12 00:00:00
V	6551	2012-12-13 00:00:00	USD	ARS	0.9999	1.0004	2012-12-13 00:00:00
V	6552	2012-12-13 00:00:00	USD	AUD	1.9373	1.9379	2012-12-13 00:00:00
V	6553	2012-12-13 00:00:00	USD	BRL	2.3489	2.35	2012-12-13 00:00:00
V	6554	2012-12-13 00:00:00	USD	CAD	1.5389	1.5401	2012-12-13 00:00:00
V	6555	2012-12-13 00:00:00	USD	CNY	8.2775	8.2776	2012-12-13 00:00:00
V	6556	2012-12-13 00:00:00	USD	EUR	1.1713	1.1714	2012-12-13 00:00:00
V	6557	2012-12-13 00:00:00	USD	GBP	0.7033	0.7037	2012-12-13 00:00:00
V	6558	2012-12-13 00:00:00	USD	JPY	120.165	120.188	2012-12-13 00:00:00
V	6559	2012-12-13 00:00:00	USD	MXN	9.1074	9.1159	2012-12-13 00:00:00
