\P\	BillOfMaterialsID	ProductAssemblyID	ComponentID	StartDate	EndDate	UnitMeasureCode	BOMLevel	PerAssemblyQty	ModifiedDate\
V	1831	802	531	2010-06-19 00:00:00		EA 	3	1.00	2010-06-05 00:00:00
V	2880	803	316	2010-09-15 00:00:00	2010-11-14 00:00:00	EA 	2	3.00	2010-11-14 00:00:00
V	2712	803	316	2010-11-15 00:00:00		EA 	3	2.00	2010-11-01 00:00:00
V	376	803	331	2010-03-18 00:00:00		EA 	3	2.00	2010-03-04 00:00:00
V	2311	803	350	2010-08-05 00:00:00		EA 	3	1.00	2010-07-22 00:00:00
V	3141	803	531	2010-12-15 00:00:00		EA 	3	1.00	2010-12-01 00:00:00
V	2301	804	316	2010-08-05 00:00:00		EA 	3	2.00	2010-07-22 00:00:00
V	17	804	331	2010-03-04 00:00:00		EA 	3	2.00	2010-02-18 00:00:00
V	1491	804	350	2010-06-09 00:00:00	2010-08-08 00:00:00	EA 	2	2.00	2010-08-08 00:00:00
V	1204	804	350	2010-08-09 00:00:00		EA 	3	1.00	2010-07-26 00:00:00
V	3403	804	531	2010-12-23 00:00:00		EA 	3	1.00	2010-12-09 00:00:00
V	1485	805	1	2010-06-09 00:00:00	2010-08-08 00:00:00	EA 	1	2.00	2010-08-08 00:00:00
V	1191	805	1	2010-08-09 00:00:00		EA 	2	1.00	2010-07-26 00:00:00
V	2711	805	4	2010-09-15 00:00:00		EA 	2	8.00	2010-09-01 00:00:00
V	1644	805	323	2010-06-19 00:00:00		EA 	2	1.00	2010-06-05 00:00:00
V	1215	805	402	2010-06-09 00:00:00		EA 	2	1.00	2010-05-26 00:00:00
V	1216	805	459	2010-06-09 00:00:00		EA 	2	1.00	2010-05-26 00:00:00
V	3237	805	462	2010-12-23 00:00:00		EA 	2	1.00	2010-12-09 00:00:00
V	361	806	1	2010-03-18 00:00:00		EA 	2	1.00	2010-03-04 00:00:00
V	2300	806	4	2010-08-05 00:00:00		EA 	2	8.00	2010-07-22 00:00:00
V	2995	806	323	2010-12-15 00:00:00		EA 	2	1.00	2010-12-01 00:00:00
V	382	806	402	2010-03-18 00:00:00		EA 	2	1.00	2010-03-04 00:00:00
V	383	806	459	2010-03-18 00:00:00		EA 	2	1.00	2010-03-04 00:00:00
V	2732	806	462	2010-09-15 00:00:00		EA 	2	1.00	2010-09-01 00:00:00
V	1	807	1	2010-03-04 00:00:00		EA 	2	1.00	2010-02-18 00:00:00
V	1193	807	4	2010-06-09 00:00:00		EA 	2	8.00	2010-05-26 00:00:00
V	3222	807	323	2010-12-23 00:00:00		EA 	2	1.00	2010-12-09 00:00:00
V	23	807	402	2010-03-04 00:00:00		EA 	2	1.00	2010-02-18 00:00:00
V	268	807	459	2010-03-04 00:00:00	2010-05-03 00:00:00	EA 	1	2.00	2010-05-03 00:00:00
V	24	807	459	2010-05-04 00:00:00		EA 	2	1.00	2010-04-20 00:00:00
V	2324	807	462	2010-08-05 00:00:00		EA 	2	1.00	2010-07-22 00:00:00
V	372	808	328	2010-03-18 00:00:00		EA 	2	2.00	2010-03-04 00:00:00
V	379	808	356	2010-03-18 00:00:00		IN 	2	40.00	2010-03-04 00:00:00
V	1833	808	398	2010-06-19 00:00:00		EA 	2	1.00	2010-06-05 00:00:00
V	3139	808	529	2010-12-15 00:00:00		EA 	2	1.00	2010-12-01 00:00:00
V	12	809	328	2010-03-04 00:00:00		EA 	2	2.00	2010-02-18 00:00:00
V	1652	809	357	2010-06-19 00:00:00		IN 	2	40.00	2010-06-05 00:00:00
V	3143	809	398	2010-12-15 00:00:00		EA 	2	1.00	2010-12-01 00:00:00
V	3401	809	529	2010-12-23 00:00:00		EA 	2	1.00	2010-12-09 00:00:00
V	791	810	328	2010-05-26 00:00:00		EA 	2	2.00	2010-05-12 00:00:00
V	2893	810	358	2010-09-15 00:00:00	2010-11-14 00:00:00	IN 	1	41.00	2010-11-14 00:00:00
V	2726	810	358	2010-11-15 00:00:00		IN 	2	40.00	2010-11-01 00:00:00
V	3405	810	398	2010-12-23 00:00:00		EA 	2	1.00	2010-12-09 00:00:00
V	2863	810	529	2010-09-15 00:00:00		EA 	2	1.00	2010-09-01 00:00:00
V	1647	811	329	2010-06-19 00:00:00		EA 	2	2.00	2010-06-05 00:00:00
V	19	811	356	2010-03-04 00:00:00		IN 	2	40.00	2010-02-18 00:00:00
V	2865	811	398	2010-09-15 00:00:00		EA 	2	1.00	2010-09-01 00:00:00
V	2490	811	529	2010-08-05 00:00:00		EA 	2	1.00	2010-07-22 00:00:00
V	2999	812	329	2010-12-15 00:00:00		EA 	2	2.00	2010-12-01 00:00:00
V	3003	812	357	2010-12-15 00:00:00		IN 	2	40.00	2010-12-01 00:00:00
V	2494	812	398	2010-08-05 00:00:00		EA 	2	1.00	2010-07-22 00:00:00
V	1574	812	529	2010-06-09 00:00:00	2010-08-08 00:00:00	EA 	1	2.00	2010-08-08 00:00:00
V	1361	812	529	2010-08-09 00:00:00		EA 	2	1.00	2010-07-26 00:00:00
V	3225	813	329	2010-12-23 00:00:00		EA 	2	2.00	2010-12-09 00:00:00
V	2318	813	358	2010-08-05 00:00:00		IN 	2	40.00	2010-07-22 00:00:00
V	1365	813	398	2010-06-09 00:00:00		EA 	2	1.00	2010-05-26 00:00:00
V	547	813	529	2010-03-18 00:00:00		EA 	2	1.00	2010-03-04 00:00:00
V	2003	814	324	2010-07-08 00:00:00		EA 	2	2.00	2010-06-24 00:00:00
V	789	814	325	2010-05-26 00:00:00		EA 	2	2.00	2010-05-12 00:00:00
V	2005	814	326	2010-07-08 00:00:00		EA 	2	1.00	2010-06-24 00:00:00
V	1646	814	327	2010-06-19 00:00:00		EA 	2	1.00	2010-06-05 00:00:00
V	22	814	399	2010-03-04 00:00:00		EA 	2	1.00	2010-02-18 00:00:00
V	1659	814	492	2010-06-19 00:00:00		OZ 	2	8.00	2010-06-05 00:00:00
V	2166	814	532	2010-07-08 00:00:00		EA 	2	4.00	2010-06-24 00:00:00
V	1832	814	533	2010-06-19 00:00:00		EA 	2	1.00	2010-06-05 00:00:00
V	1368	814	534	2010-06-09 00:00:00		EA 	2	1.00	2010-05-26 00:00:00
V	377	814	803	2010-03-18 00:00:00		EA 	2	1.00	2010-03-04 00:00:00
V	2014	815	400	2010-07-08 00:00:00		EA 	2	1.00	2010-06-24 00:00:00
V	2733	815	490	2010-09-15 00:00:00		EA 	2	36.00	2010-09-01 00:00:00
V	3118	815	506	2010-12-15 00:00:00		EA 	2	2.00	2010-12-01 00:00:00
V	2135	815	507	2010-07-08 00:00:00		EA 	2	1.00	2010-06-24 00:00:00
V	544	815	527	2010-03-18 00:00:00		EA 	2	36.00	2010-03-04 00:00:00
V	943	815	921	2010-05-26 00:00:00		EA 	2	1.00	2010-05-12 00:00:00
V	2495	815	928	2010-08-05 00:00:00		EA 	2	1.00	2010-07-22 00:00:00
V	2319	816	401	2010-08-05 00:00:00		EA 	2	1.00	2010-07-22 00:00:00
V	2325	816	490	2010-08-05 00:00:00		EA 	2	36.00	2010-07-22 00:00:00
V	3373	816	506	2010-12-23 00:00:00		EA 	2	2.00	2010-12-09 00:00:00
V	3374	816	508	2010-12-23 00:00:00		EA 	2	1.00	2010-12-09 00:00:00
V	349	816	527	2010-03-04 00:00:00	2010-05-03 00:00:00	EA 	1	37.00	2010-05-03 00:00:00
V	142	816	527	2010-05-04 00:00:00		EA 	2	36.00	2010-04-20 00:00:00
V	2169	816	921	2010-07-08 00:00:00		EA 	2	1.00	2010-06-24 00:00:00
V	552	816	929	2010-03-18 00:00:00		EA 	2	1.00	2010-03-04 00:00:00
V	1211	817	401	2010-06-09 00:00:00		EA 	2	1.00	2010-05-26 00:00:00
V	2326	817	491	2010-08-05 00:00:00		EA 	2	36.00	2010-07-22 00:00:00
V	2840	817	506	2010-09-15 00:00:00		EA 	2	2.00	2010-09-01 00:00:00
V	1335	817	509	2010-06-09 00:00:00		EA 	2	1.00	2010-05-26 00:00:00
V	936	817	527	2010-05-26 00:00:00		EA 	2	36.00	2010-05-12 00:00:00
V	1835	817	921	2010-06-19 00:00:00		EA 	2	1.00	2010-06-05 00:00:00
V	942	817	930	2010-05-26 00:00:00		EA 	2	1.00	2010-05-12 00:00:00
V	1653	818	400	2010-06-19 00:00:00		EA 	2	1.00	2010-06-05 00:00:00
V	1217	818	490	2010-06-09 00:00:00		EA 	2	36.00	2010-05-26 00:00:00
V	2648	818	506	2010-08-05 00:00:00	2010-10-04 00:00:00	EA 	1	3.00	2010-10-04 00:00:00
V	2466	818	506	2010-10-05 00:00:00		EA 	2	2.00	2010-09-21 00:00:00
V	914	818	510	2010-05-26 00:00:00		EA 	2	1.00	2010-05-12 00:00:00
V	2163	818	527	2010-07-08 00:00:00		EA 	2	36.00	2010-06-24 00:00:00
V	3407	818	922	2010-12-23 00:00:00		EA 	2	1.00	2010-12-09 00:00:00
V	1834	818	931	2010-06-19 00:00:00		EA 	2	1.00	2010-06-05 00:00:00
V	380	819	401	2010-03-18 00:00:00		EA 	2	1.00	2010-03-04 00:00:00
V	384	819	490	2010-03-18 00:00:00		EA 	2	36.00	2010-03-04 00:00:00
V	1334	819	506	2010-06-09 00:00:00		EA 	2	2.00	2010-05-26 00:00:00
V	3119	819	511	2010-12-15 00:00:00		EA 	2	1.00	2010-12-01 00:00:00
V	1829	819	527	2010-06-19 00:00:00		EA 	2	36.00	2010-06-05 00:00:00
V	2868	819	922	2010-09-15 00:00:00		EA 	2	1.00	2010-09-01 00:00:00
V	3406	819	932	2010-12-23 00:00:00		EA 	2	1.00	2010-12-09 00:00:00
V	20	820	401	2010-03-04 00:00:00		EA 	2	1.00	2010-02-18 00:00:00
V	1218	820	491	2010-06-09 00:00:00		EA 	2	36.00	2010-05-26 00:00:00
V	522	820	506	2010-03-18 00:00:00		EA 	2	2.00	2010-03-04 00:00:00
V	2467	820	512	2010-08-05 00:00:00		EA 	2	1.00	2010-07-22 00:00:00
V	3137	820	527	2010-12-15 00:00:00		EA 	2	36.00	2010-12-01 00:00:00
V	2497	820	922	2010-08-05 00:00:00		EA 	2	1.00	2010-07-22 00:00:00
V	2496	820	933	2010-08-05 00:00:00		EA 	2	1.00	2010-07-22 00:00:00
V	798	821	401	2010-05-26 00:00:00		EA 	2	1.00	2010-05-12 00:00:00
V	25	821	490	2010-03-04 00:00:00		EA 	2	36.00	2010-02-18 00:00:00
V	120	821	506	2010-03-04 00:00:00		EA 	2	2.00	2010-02-18 00:00:00
V	121	821	513	2010-03-04 00:00:00		EA 	2	1.00	2010-02-18 00:00:00
V	3399	821	527	2010-12-23 00:00:00		EA 	2	36.00	2010-12-09 00:00:00
V	555	821	923	2010-03-18 00:00:00		EA 	2	1.00	2010-03-04 00:00:00
V	553	821	934	2010-03-18 00:00:00		EA 	2	1.00	2010-03-04 00:00:00
V	788	822	324	2010-05-26 00:00:00		EA 	2	2.00	2010-05-12 00:00:00
V	9	822	325	2010-03-04 00:00:00		EA 	2	2.00	2010-02-18 00:00:00
V	790	822	326	2010-05-26 00:00:00		EA 	2	1.00	2010-05-12 00:00:00
V	2192	822	327	2010-07-08 00:00:00	2010-09-06 00:00:00	EA 	1	2.00	2010-09-06 00:00:00
V	2006	822	327	2010-09-07 00:00:00		EA 	2	1.00	2010-08-24 00:00:00
V	381	822	399	2010-03-18 00:00:00		EA 	2	1.00	2010-03-04 00:00:00
V	2021	822	496	2010-07-08 00:00:00		OZ 	2	8.00	2010-06-24 00:00:00
V	941	822	532	2010-05-26 00:00:00		EA 	2	4.00	2010-05-12 00:00:00
V	2167	822	533	2010-07-08 00:00:00		EA 	2	1.00	2010-06-24 00:00:00
V	2498	822	534	2010-08-05 00:00:00		EA 	2	1.00	2010-07-22 00:00:00
V	1207	822	803	2010-06-09 00:00:00		EA 	2	1.00	2010-05-26 00:00:00
V	3004	823	400	2010-12-15 00:00:00		EA 	2	1.00	2010-12-01 00:00:00
V	801	823	490	2010-05-26 00:00:00		EA 	2	36.00	2010-05-12 00:00:00
V	2465	823	506	2010-08-05 00:00:00		EA 	2	2.00	2010-07-22 00:00:00
V	1805	823	507	2010-06-19 00:00:00		EA 	2	1.00	2010-06-05 00:00:00
V	2861	823	527	2010-09-15 00:00:00		EA 	2	36.00	2010-09-01 00:00:00
V	1576	823	921	2010-06-09 00:00:00	2010-08-08 00:00:00	EA 	1	2.00	2010-08-08 00:00:00
V	1367	823	921	2010-08-09 00:00:00		EA 	2	1.00	2010-07-26 00:00:00
V	3144	823	928	2010-12-15 00:00:00		EA 	2	1.00	2010-12-01 00:00:00
V	2200	824	401	2010-07-08 00:00:00	2010-09-06 00:00:00	EA 	1	2.00	2010-09-06 00:00:00
V	2015	824	401	2010-09-07 00:00:00		EA 	2	1.00	2010-08-24 00:00:00
V	2202	824	490	2010-07-08 00:00:00	2010-09-06 00:00:00	EA 	1	37.00	2010-09-06 00:00:00
V	2018	824	490	2010-09-07 00:00:00		EA 	2	36.00	2010-08-24 00:00:00
V	1333	824	506	2010-06-09 00:00:00		EA 	2	2.00	2010-05-26 00:00:00
V	2841	824	508	2010-09-15 00:00:00		EA 	2	1.00	2010-09-01 00:00:00
V	2488	824	527	2010-08-05 00:00:00		EA 	2	36.00	2010-07-22 00:00:00
V	556	824	921	2010-03-18 00:00:00		EA 	2	1.00	2010-03-04 00:00:00
V	2866	824	929	2010-09-15 00:00:00		EA 	2	1.00	2010-09-01 00:00:00
V	1654	825	401	2010-06-19 00:00:00		EA 	2	1.00	2010-06-05 00:00:00
V	385	825	491	2010-03-18 00:00:00		EA 	2	36.00	2010-03-04 00:00:00
V	521	825	506	2010-03-18 00:00:00		EA 	2	2.00	2010-03-04 00:00:00
V	523	825	509	2010-03-18 00:00:00		EA 	2	1.00	2010-03-04 00:00:00
V	1359	825	527	2010-06-09 00:00:00		EA 	2	36.00	2010-05-26 00:00:00
V	151	825	921	2010-03-04 00:00:00		EA 	2	1.00	2010-02-18 00:00:00
V	1366	825	930	2010-06-09 00:00:00		EA 	2	1.00	2010-05-26 00:00:00
V	3232	826	400	2010-12-23 00:00:00		EA 	2	1.00	2010-12-09 00:00:00
V	1658	826	490	2010-06-19 00:00:00		EA 	2	36.00	2010-06-05 00:00:00
V	119	826	506	2010-03-04 00:00:00		EA 	2	2.00	2010-02-18 00:00:00
V	2278	826	510	2010-07-08 00:00:00	2010-09-06 00:00:00	EA 	1	2.00	2010-09-06 00:00:00
V	2136	826	510	2010-09-07 00:00:00		EA 	2	1.00	2010-08-24 00:00:00
V	545	826	527	2010-03-18 00:00:00		EA 	2	36.00	2010-03-04 00:00:00
V	2170	826	922	2010-07-08 00:00:00		EA 	2	1.00	2010-06-24 00:00:00
V	351	826	931	2010-03-04 00:00:00	2010-05-03 00:00:00	EA 	1	2.00	2010-05-03 00:00:00
V	150	826	931	2010-05-04 00:00:00		EA 	2	1.00	2010-04-20 00:00:00
V	3005	827	401	2010-12-15 00:00:00		EA 	2	1.00	2010-12-01 00:00:00
V	3010	827	490	2010-12-15 00:00:00		EA 	2	36.00	2010-12-01 00:00:00
V	913	827	506	2010-05-26 00:00:00		EA 	2	2.00	2010-05-12 00:00:00
V	3375	827	511	2010-12-23 00:00:00		EA 	2	1.00	2010-12-09 00:00:00
V	143	827	527	2010-03-04 00:00:00		EA 	2	36.00	2010-02-18 00:00:00
V	1836	827	922	2010-06-19 00:00:00		EA 	2	1.00	2010-06-05 00:00:00
V	2168	827	932	2010-07-08 00:00:00		EA 	2	1.00	2010-06-24 00:00:00
V	3233	828	401	2010-12-23 00:00:00		EA 	2	1.00	2010-12-09 00:00:00
V	26	828	491	2010-03-04 00:00:00		EA 	2	36.00	2010-02-18 00:00:00
V	2134	828	506	2010-07-08 00:00:00		EA 	2	2.00	2010-06-24 00:00:00
V	1336	828	512	2010-06-09 00:00:00		EA 	2	1.00	2010-05-26 00:00:00
V	937	828	527	2010-05-26 00:00:00		EA 	2	36.00	2010-05-12 00:00:00
V	3146	828	922	2010-12-15 00:00:00		EA 	2	1.00	2010-12-01 00:00:00
V	3145	828	933	2010-12-15 00:00:00		EA 	2	1.00	2010-12-01 00:00:00
V	2727	829	401	2010-09-15 00:00:00		EA 	2	1.00	2010-09-01 00:00:00
V	3238	829	490	2010-12-23 00:00:00		EA 	2	36.00	2010-12-09 00:00:00
V	1804	829	506	2010-06-19 00:00:00		EA 	2	2.00	2010-06-05 00:00:00
V	915	829	513	2010-05-26 00:00:00		EA 	2	1.00	2010-05-12 00:00:00
V	2283	829	527	2010-07-08 00:00:00	2010-09-06 00:00:00	EA 	1	37.00	2010-09-06 00:00:00
V	2164	829	527	2010-09-07 00:00:00		EA 	2	36.00	2010-08-24 00:00:00
V	2869	829	923	2010-09-15 00:00:00		EA 	2	1.00	2010-09-01 00:00:00
V	2867	829	934	2010-09-15 00:00:00		EA 	2	1.00	2010-09-01 00:00:00
V	1379	830	324	2010-06-09 00:00:00		EA 	2	2.00	2010-05-26 00:00:00
V	1843	830	325	2010-06-19 00:00:00		EA 	2	2.00	2010-06-05 00:00:00
V	3415	830	326	2010-12-23 00:00:00		EA 	2	1.00	2010-12-09 00:00:00
V	2503	830	327	2010-08-05 00:00:00		EA 	2	1.00	2010-07-22 00:00:00
V	3152	830	399	2010-12-15 00:00:00		EA 	2	1.00	2010-12-01 00:00:00
V	1380	830	492	2010-06-09 00:00:00		OZ 	2	8.00	2010-05-26 00:00:00
V	563	830	532	2010-03-18 00:00:00		EA 	2	4.00	2010-03-04 00:00:00
V	949	830	533	2010-05-26 00:00:00		EA 	2	1.00	2010-05-12 00:00:00
V	163	830	534	2010-03-04 00:00:00		EA 	2	1.00	2010-02-18 00:00:00
V	562	830	803	2010-03-18 00:00:00		EA 	2	1.00	2010-03-04 00:00:00
V	1584	831	324	2010-06-09 00:00:00	2010-08-08 00:00:00	EA 	1	3.00	2010-08-08 00:00:00
V	1381	831	324	2010-08-09 00:00:00		EA 	2	2.00	2010-07-26 00:00:00
V	1844	831	325	2010-06-19 00:00:00		EA 	2	2.00	2010-06-05 00:00:00
V	3416	831	326	2010-12-23 00:00:00		EA 	2	1.00	2010-12-09 00:00:00
V	2504	831	327	2010-08-05 00:00:00		EA 	2	1.00	2010-07-22 00:00:00
V	3153	831	399	2010-12-15 00:00:00		EA 	2	1.00	2010-12-01 00:00:00
V	1382	831	492	2010-06-09 00:00:00		OZ 	2	8.00	2010-05-26 00:00:00
V	565	831	532	2010-03-18 00:00:00		EA 	2	4.00	2010-03-04 00:00:00
V	950	831	533	2010-05-26 00:00:00		EA 	2	1.00	2010-05-12 00:00:00
V	164	831	534	2010-03-04 00:00:00		EA 	2	1.00	2010-02-18 00:00:00
V	564	831	803	2010-03-18 00:00:00		EA 	2	1.00	2010-03-04 00:00:00
V	1383	832	324	2010-06-09 00:00:00		EA 	2	2.00	2010-05-26 00:00:00
V	1845	832	325	2010-06-19 00:00:00		EA 	2	2.00	2010-06-05 00:00:00
V	3417	832	326	2010-12-23 00:00:00		EA 	2	1.00	2010-12-09 00:00:00
V	2660	832	327	2010-08-05 00:00:00	2010-10-04 00:00:00	EA 	1	2.00	2010-10-04 00:00:00
V	2505	832	327	2010-10-05 00:00:00		EA 	2	1.00	2010-09-21 00:00:00
V	3154	832	399	2010-12-15 00:00:00		EA 	2	1.00	2010-12-01 00:00:00
V	1384	832	492	2010-06-09 00:00:00		OZ 	2	8.00	2010-05-26 00:00:00
V	567	832	532	2010-03-18 00:00:00		EA 	2	4.00	2010-03-04 00:00:00
V	951	832	533	2010-05-26 00:00:00		EA 	2	1.00	2010-05-12 00:00:00
V	165	832	534	2010-03-04 00:00:00		EA 	2	1.00	2010-02-18 00:00:00
V	566	832	803	2010-03-18 00:00:00		EA 	2	1.00	2010-03-04 00:00:00
V	1435	833	324	2010-06-09 00:00:00		EA 	2	2.00	2010-05-26 00:00:00
V	1874	833	325	2010-06-19 00:00:00		EA 	2	2.00	2010-06-05 00:00:00
V	3446	833	326	2010-12-23 00:00:00		EA 	2	1.00	2010-12-09 00:00:00
V	2534	833	327	2010-08-05 00:00:00		EA 	2	1.00	2010-07-22 00:00:00
V	3183	833	399	2010-12-15 00:00:00		EA 	2	1.00	2010-12-01 00:00:00
V	2292	833	496	2010-07-08 00:00:00	2010-09-06 00:00:00	OZ 	1	9.00	2010-09-06 00:00:00
V	2171	833	496	2010-09-07 00:00:00		OZ 	2	8.00	2010-08-24 00:00:00
V	616	833	532	2010-03-18 00:00:00		EA 	2	4.00	2010-03-04 00:00:00
V	980	833	533	2010-05-26 00:00:00		EA 	2	1.00	2010-05-12 00:00:00
V	209	833	534	2010-03-04 00:00:00		EA 	2	1.00	2010-02-18 00:00:00
V	615	833	803	2010-03-18 00:00:00		EA 	2	1.00	2010-03-04 00:00:00
V	1436	834	324	2010-06-09 00:00:00		EA 	2	2.00	2010-05-26 00:00:00
V	1875	834	325	2010-06-19 00:00:00		EA 	2	2.00	2010-06-05 00:00:00
V	3447	834	326	2010-12-23 00:00:00		EA 	2	1.00	2010-12-09 00:00:00
V	2535	834	327	2010-08-05 00:00:00		EA 	2	1.00	2010-07-22 00:00:00
V	3184	834	399	2010-12-15 00:00:00		EA 	2	1.00	2010-12-01 00:00:00
V	2172	834	496	2010-07-08 00:00:00		OZ 	2	8.00	2010-06-24 00:00:00
V	618	834	532	2010-03-18 00:00:00		EA 	2	4.00	2010-03-04 00:00:00
V	1165	834	533	2010-05-26 00:00:00	2010-07-25 00:00:00	EA 	1	2.00	2010-07-25 00:00:00
V	981	834	533	2010-07-26 00:00:00		EA 	2	1.00	2010-07-12 00:00:00
V	210	834	534	2010-03-04 00:00:00		EA 	2	1.00	2010-02-18 00:00:00
V	617	834	803	2010-03-18 00:00:00		EA 	2	1.00	2010-03-04 00:00:00
V	1437	835	324	2010-06-09 00:00:00		EA 	2	2.00	2010-05-26 00:00:00
V	1876	835	325	2010-06-19 00:00:00		EA 	2	2.00	2010-06-05 00:00:00
V	3448	835	326	2010-12-23 00:00:00		EA 	2	1.00	2010-12-09 00:00:00
V	2536	835	327	2010-08-05 00:00:00		EA 	2	1.00	2010-07-22 00:00:00
V	3185	835	399	2010-12-15 00:00:00		EA 	2	1.00	2010-12-01 00:00:00
V	2173	835	496	2010-07-08 00:00:00		OZ 	2	8.00	2010-06-24 00:00:00
V	620	835	532	2010-03-18 00:00:00		EA 	2	4.00	2010-03-04 00:00:00
V	982	835	533	2010-05-26 00:00:00		EA 	2	1.00	2010-05-12 00:00:00
V	211	835	534	2010-03-04 00:00:00		EA 	2	1.00	2010-02-18 00:00:00
V	619	835	803	2010-03-18 00:00:00		EA 	2	1.00	2010-03-04 00:00:00
V	1615	836	324	2010-06-09 00:00:00	2010-08-08 00:00:00	EA 	1	3.00	2010-08-08 00:00:00
V	1438	836	324	2010-08-09 00:00:00		EA 	2	2.00	2010-07-26 00:00:00
V	1877	836	325	2010-06-19 00:00:00		EA 	2	2.00	2010-06-05 00:00:00
V	3449	836	326	2010-12-23 00:00:00		EA 	2	1.00	2010-12-09 00:00:00
V	2537	836	327	2010-08-05 00:00:00		EA 	2	1.00	2010-07-22 00:00:00
V	3186	836	399	2010-12-15 00:00:00		EA 	2	1.00	2010-12-01 00:00:00
V	2174	836	496	2010-07-08 00:00:00		OZ 	2	8.00	2010-06-24 00:00:00
V	622	836	532	2010-03-18 00:00:00		EA 	2	4.00	2010-03-04 00:00:00
V	983	836	533	2010-05-26 00:00:00		EA 	2	1.00	2010-05-12 00:00:00
V	212	836	534	2010-03-04 00:00:00		EA 	2	1.00	2010-02-18 00:00:00
V	621	836	803	2010-03-18 00:00:00		EA 	2	1.00	2010-03-04 00:00:00
V	1439	838	324	2010-06-09 00:00:00		EA 	2	2.00	2010-05-26 00:00:00
V	1878	838	325	2010-06-19 00:00:00		EA 	2	2.00	2010-06-05 00:00:00
V	3450	838	326	2010-12-23 00:00:00		EA 	2	1.00	2010-12-09 00:00:00
V	2538	838	327	2010-08-05 00:00:00		EA 	2	1.00	2010-07-22 00:00:00
V	3187	838	399	2010-12-15 00:00:00		EA 	2	1.00	2010-12-01 00:00:00
V	1440	838	492	2010-06-09 00:00:00		OZ 	2	8.00	2010-05-26 00:00:00
V	623	838	532	2010-03-18 00:00:00		EA 	2	4.00	2010-03-04 00:00:00
V	984	838	533	2010-05-26 00:00:00		EA 	2	1.00	2010-05-12 00:00:00
V	214	838	534	2010-03-04 00:00:00		EA 	2	1.00	2010-02-18 00:00:00
V	213	838	804	2010-03-04 00:00:00		EA 	2	1.00	2010-02-18 00:00:00
V	1616	839	324	2010-06-09 00:00:00	2010-08-08 00:00:00	EA 	1	3.00	2010-08-08 00:00:00
V	1441	839	324	2010-08-09 00:00:00		EA 	2	2.00	2010-07-26 00:00:00
V	1879	839	325	2010-06-19 00:00:00		EA 	2	2.00	2010-06-05 00:00:00
V	3451	839	326	2010-12-23 00:00:00		EA 	2	1.00	2010-12-09 00:00:00
V	2539	839	327	2010-08-05 00:00:00		EA 	2	1.00	2010-07-22 00:00:00
V	3188	839	399	2010-12-15 00:00:00		EA 	2	1.00	2010-12-01 00:00:00
V	1442	839	492	2010-06-09 00:00:00		OZ 	2	8.00	2010-05-26 00:00:00
V	624	839	532	2010-03-18 00:00:00		EA 	2	4.00	2010-03-04 00:00:00
V	985	839	533	2010-05-26 00:00:00		EA 	2	1.00	2010-05-12 00:00:00
V	216	839	534	2010-03-04 00:00:00		EA 	2	1.00	2010-02-18 00:00:00
V	215	839	804	2010-03-04 00:00:00		EA 	2	1.00	2010-02-18 00:00:00
V	1443	840	324	2010-06-09 00:00:00		EA 	2	2.00	2010-05-26 00:00:00
V	1880	840	325	2010-06-19 00:00:00		EA 	2	2.00	2010-06-05 00:00:00
V	3452	840	326	2010-12-23 00:00:00		EA 	2	1.00	2010-12-09 00:00:00
V	2688	840	327	2010-08-05 00:00:00	2010-10-04 00:00:00	EA 	1	2.00	2010-10-04 00:00:00
V	2540	840	327	2010-10-05 00:00:00		EA 	2	1.00	2010-09-21 00:00:00
V	3189	840	399	2010-12-15 00:00:00		EA 	2	1.00	2010-12-01 00:00:00
V	1444	840	492	2010-06-09 00:00:00		OZ 	2	8.00	2010-05-26 00:00:00
V	625	840	532	2010-03-18 00:00:00		EA 	2	4.00	2010-03-04 00:00:00
V	986	840	533	2010-05-26 00:00:00		EA 	2	1.00	2010-05-12 00:00:00
V	218	840	534	2010-03-04 00:00:00		EA 	2	1.00	2010-02-18 00:00:00
V	217	840	804	2010-03-04 00:00:00		EA 	2	1.00	2010-02-18 00:00:00
V	1481	885	324	2010-06-09 00:00:00		EA 	2	2.00	2010-05-26 00:00:00
V	1905	885	325	2010-06-19 00:00:00		EA 	2	2.00	2010-06-05 00:00:00
V	3477	885	326	2010-12-23 00:00:00		EA 	2	1.00	2010-12-09 00:00:00
V	2565	885	327	2010-08-05 00:00:00		EA 	2	1.00	2010-07-22 00:00:00
V	3214	885	399	2010-12-15 00:00:00		EA 	2	1.00	2010-12-01 00:00:00
V	2299	885	496	2010-07-08 00:00:00	2010-09-06 00:00:00	OZ 	1	9.00	2010-09-06 00:00:00
V	2183	885	496	2010-09-07 00:00:00		OZ 	2	8.00	2010-08-24 00:00:00
V	655	885	532	2010-03-18 00:00:00		EA 	2	4.00	2010-03-04 00:00:00
V	1020	885	533	2010-05-26 00:00:00		EA 	2	1.00	2010-05-12 00:00:00
V	258	885	534	2010-03-04 00:00:00		EA 	2	1.00	2010-02-18 00:00:00
V	257	885	804	2010-03-04 00:00:00		EA 	2	1.00	2010-02-18 00:00:00
V	1472	886	324	2010-06-09 00:00:00		EA 	2	2.00	2010-05-26 00:00:00
V	1897	886	325	2010-06-19 00:00:00		EA 	2	2.00	2010-06-05 00:00:00
