\P\	Pos	SalesPersonID\
V	6651458	282
V	6651718	289
V	6651974	276
V	6652230	276
V	6652481	282
V	6652743	283
V	6652996	289
V	6653251	281
V	6653501	278
V	6653753	289
V	6654001	284
V	6654251	284
V	6654503	289
V	6654760	275
V	6655006	289
V	6655266	286
V	6655523	276
V	6655779	282
V	6656040	277
V	6656292	290
V	6656545	278
V	6656801	290
V	6657056	279
V	6657308	275
V	6657562	289
V	6657815	286
V	6658074	289
V	6658332	289
V	6658583	278
V	6658841	286
V	6659095	275
V	6659341	281
V	6659588	281
V	6659843	286
V	6660100	289
V	6660355	276
V	6660603	276
V	6660855	278
V	6661105	281
V	6661361	277
V	6661613	290
V	6661867	279
V	6662115	286
V	6662370	288
V	6662621	277
V	6662876	289
V	6663130	288
V	6663387	278
V	6663635	278
V	6663894	278
V	6664153	289
V	6664412	282
V	6664667	282
V	6664927	283
V	6665181	288
V	6665432	280
V	6665683	280
V	6665936	275
V	6666187	290
V	6666438	279
V	6666691	290
V	6666937	289
V	6667192	289
V	6667438	289
V	6667690	277
V	6667943	276
V	6668198	282
V	6668453	289
V	6668713	281
V	6668965	281
V	6669220	279
V	6669470	289
V	6669728	277
V	6669980	278
V	6670235	286
V	6670495	290
V	6670740	276
V	6670989	281
V	6671244	276
V	6671499	281
V	6671748	289
V	6672002	284
V	6672251	284
V	6672500	276
V	6672752	275
V	6673004	290
V	6673248	279
V	6673501	282
V	6673750	278
V	6674002	289
V	6674251	290
V	6674498	289
V	6674753	290
V	6674996	277
V	6675246	285
V	6675498	286
V	6675750	286
V	6676004	289
V	6676255	289
V	6676510	286
V	6676761	280
V	6677014	275
V	6677267	275
V	6677520	279
V	6677765	275
V	6678019	282
V	6678270	284
V	6678522	275
V	6678771	279
V	6679020	275
V	6679272	281
V	6679522	278
V	6679773	288
V	6680030	284
V	6680282	277
V	6680531	276
V	6680775	281
V	6681032	276
V	6681284	282
V	6681542	276
V	6681790	288
V	6682043	275
V	6682290	276
V	6682544	275
V	6682792	283
V	6683044	286
V	6683297	278
V	6683546	275
V	6683799	277
V	6684048	279
V	6684296	288
V	6684544	275
V	6684791	275
V	6685040	288
V	6685294	288
V	6685546	276
V	6685793	289
V	6686044	282
V	6686287	288
V	6686540	274
V	6686787	276
V	6687037	289
V	6687287	288
V	6687535	276
V	6687780	275
V	6688027	284
V	6688273	285
V	6688523	279
V	6688763	281
V	6689008	277
V	6689249	275
V	6689496	275
V	6689743	283
V	6689986	286
V	6690244	286
V	6690493	276
V	6690740	282
V	6690997	286
V	6691248	282
V	6691506	277
V	6691751	277
V	6691995	284
V	6692241	279
V	6692490	284
V	6692742	286
V	6692994	286
V	6693250	282
V	6693497	277
V	6693749	279
V	6694001	277
V	6694254	279
V	6694502	279
V	6694750	275
